ta,tr,vel,rh,met,clo,clo_dynamic,pmv,ppd,ce,vr,set,LEED compliance
28.794666666666668,29.239935938983237,0.083332878,48.0,1.0,0.57,0.57,1.21,35.8,0.0,0.083332878,28.7,False
28.795666666666666,29.24580171116118,0.0876007836666666,48.0,1.0,0.57,0.57,1.2,35.3,0.0,0.0876007836666666,28.7,False
28.796000000000003,29.24210330689503,0.084497531,48.0,1.0,0.57,0.57,1.21,35.6,0.0,0.084497531,28.7,False
28.796000000000003,29.256996321554407,0.0953771653333333,48.0,1.0,0.57,0.57,1.18,34.5,0.0,0.0953771653333333,28.7,False
28.796666666666667,29.25237700292911,0.092216263,48.0,1.0,0.57,0.57,1.19,34.8,0.0,0.092216263,28.7,False
28.796666666666667,29.252557291412568,0.0919728603333333,48.0,1.0,0.57,0.57,1.19,34.8,0.0,0.0919728603333333,28.7,False
28.797666666666668,29.25300377280837,0.0907037646666666,48.0,1.0,0.57,0.57,1.19,35.0,0.0,0.0907037646666666,28.7,False
28.798,29.25026504195125,0.0902753176666666,48.0,1.0,0.57,0.57,1.2,35.0,0.0,0.0902753176666666,28.7,False
28.798,29.545975933856823,0.0721596623333333,48.0,1.0,0.57,0.57,1.3,40.1,0.0,0.0721596623333333,28.8,False
28.798666666666666,29.264586724051963,0.097934975,48.0,1.0,0.57,0.57,1.18,34.3,0.0,0.097934975,28.7,False
28.799333333333333,29.274035943824327,0.1051322476666666,48.0,1.0,0.57,0.57,1.16,33.5,0.0,0.1051322476666666,28.7,False
28.799333333333333,29.272315678302203,0.1035879546666666,48.0,1.0,0.57,0.57,1.17,33.7,0.0,0.1035879546666666,28.7,False
28.799666666666667,29.27011834873495,0.10098638,48.0,1.0,0.57,0.57,1.17,34.0,0.0,0.10098638,28.7,False
28.799666666666667,29.268124138887305,0.0987908796666666,48.0,1.0,0.57,0.57,1.18,34.2,0.0,0.0987908796666666,28.7,False
28.800666666666668,29.259339462104283,0.092886825,48.0,1.0,0.57,0.57,1.19,34.8,0.0,0.092886825,28.7,False
28.801,29.276487131924814,0.1040561336666666,48.0,1.0,0.57,0.57,1.17,33.7,0.0,0.1040561336666666,28.7,False
28.80133333333333,29.265869204254237,0.0976155876666666,48.0,1.0,0.57,0.57,1.18,34.3,0.0,0.0976155876666666,28.7,False
28.80133333333333,29.271412768572777,0.100728256,48.0,1.0,0.57,0.57,1.17,34.0,0.0,0.100728256,28.7,False
28.802000000000003,29.282545025245003,0.1082891563333333,48.0,1.0,0.57,0.57,1.16,33.3,0.0,0.1082891563333333,28.7,False
28.80333333333333,29.26261090756543,0.0960946476666666,48.0,1.0,0.57,0.57,1.18,34.5,0.0,0.0960946476666666,28.7,False
28.80333333333333,29.56371695679248,0.08221619,48.0,1.0,0.57,0.57,1.27,38.9,0.0,0.08221619,28.8,False
28.804,29.24084524100133,0.0808956413333333,48.0,1.0,0.57,0.57,1.22,36.2,0.0,0.0808956413333333,28.7,False
28.804666666666662,29.23977611350324,0.0786997586666666,48.0,1.0,0.57,0.57,1.22,36.5,0.0,0.0786997586666666,28.7,False
28.805333333333333,29.265340271517385,0.0952199833333333,48.0,1.0,0.57,0.57,1.19,34.6,0.0,0.0952199833333333,28.7,False
28.805666666666667,29.257060470936267,0.0893454176666666,48.0,1.0,0.57,0.57,1.2,35.3,0.0,0.0893454176666666,28.7,False
28.805666666666667,29.258145094059994,0.0886811323333333,48.0,1.0,0.57,0.57,1.2,35.3,0.0,0.0886811323333333,28.7,False
28.80633333333333,29.26103351898642,0.0910440183333333,48.0,1.0,0.57,0.57,1.2,35.1,0.0,0.0910440183333333,28.7,False
28.80666666666667,29.2388516701792,0.0766937366666666,48.0,1.0,0.57,0.57,1.23,36.7,0.0,0.0766937366666666,28.7,False
28.80733333333333,29.234778548002776,0.0750830359999999,48.0,1.0,0.57,0.57,1.23,36.9,0.0,0.0750830359999999,28.7,False
28.80733333333333,29.23339004183839,0.0718024803333333,48.0,1.0,0.57,0.57,1.24,37.4,0.0,0.0718024803333333,28.7,False
28.80733333333333,29.24994474931649,0.0813025773333333,48.0,1.0,0.57,0.57,1.22,36.2,0.0,0.0813025773333333,28.7,False
28.808000000000003,29.238837418568263,0.0741418346666666,48.0,1.0,0.57,0.57,1.24,37.1,0.0,0.0741418346666666,28.7,False
28.80933333333333,29.243919667300812,0.077625811,48.0,1.0,0.57,0.57,1.23,36.7,0.0,0.077625811,28.7,False
28.80933333333333,29.24356484621177,0.0792138333333333,48.0,1.0,0.57,0.57,1.22,36.5,0.0,0.0792138333333333,28.7,False
28.80966666666667,29.258139512365307,0.0866358243333333,48.0,1.0,0.57,0.57,1.21,35.6,0.0,0.0866358243333333,28.7,False
28.81,29.259059201514333,0.0876185816666666,48.0,1.0,0.57,0.57,1.21,35.5,0.0,0.0876185816666666,28.7,False
28.811000000000003,29.254621333202937,0.0848131253333333,48.0,1.0,0.57,0.57,1.21,35.8,0.0,0.0848131253333333,28.7,False
28.811000000000003,29.235568975754784,0.0727896306666666,48.0,1.0,0.57,0.57,1.24,37.3,0.0,0.0727896306666666,28.7,False
28.811000000000003,29.255617271701624,0.0841997036666666,48.0,1.0,0.57,0.57,1.21,35.9,0.0,0.0841997036666666,28.7,False
28.812,29.25926285843114,0.0883794446666666,48.0,1.0,0.57,0.57,1.2,35.4,0.0,0.0883794446666666,28.7,False
28.81266666666667,29.25653923209628,0.0862917543333333,48.0,1.0,0.57,0.57,1.21,35.7,0.0,0.0862917543333333,28.7,False
28.813333333333333,29.25608466728615,0.0857296376666666,48.0,1.0,0.57,0.57,1.21,35.8,0.0,0.0857296376666666,28.7,False
28.813666666666663,29.236357513012592,0.07201226,48.0,1.0,0.57,0.57,1.24,37.4,0.0,0.07201226,28.7,False
28.813666666666663,29.23202173531352,0.069594429,48.0,1.0,0.57,0.57,1.25,37.7,0.0,0.069594429,28.7,False
28.81433333333333,29.232380161341155,0.068681543,48.0,1.0,0.57,0.57,1.25,37.9,0.0,0.068681543,28.7,False
28.81433333333333,29.2567089029936,0.0907494726666666,48.0,1.0,0.57,0.57,1.2,35.2,0.0,0.0907494726666666,28.7,False
28.81566666666667,29.27805970911652,0.1002001693333333,48.0,1.0,0.57,0.57,1.18,34.3,0.0,0.1002001693333333,28.7,False
28.81566666666667,29.274890389313367,0.0961896006666666,48.0,1.0,0.57,0.57,1.19,34.7,0.0,0.0961896006666666,28.7,False
28.817,29.272396928307312,0.0949034763333333,48.0,1.0,0.57,0.57,1.19,34.8,0.0,0.0949034763333333,28.7,False
28.817,29.26506960160928,0.09006309,48.0,1.0,0.57,0.57,1.2,35.3,0.0,0.09006309,28.7,False
28.817666666666668,29.25322969457937,0.082942031,48.0,1.0,0.57,0.57,1.22,36.1,0.0,0.082942031,28.7,False
28.817666666666668,29.548073271619803,0.0777751923333333,48.0,1.0,0.57,0.57,1.28,39.5,0.0,0.0777751923333333,28.8,False
28.818,29.550912822870544,0.078670127,48.0,1.0,0.57,0.57,1.28,39.4,0.0,0.078670127,28.8,False
28.819333333333333,29.250204656275702,0.080370051,48.0,1.0,0.57,0.57,1.22,36.5,0.0,0.080370051,28.7,False
28.819333333333333,29.54476031000191,0.0780314443333333,48.0,1.0,0.57,0.57,1.28,39.4,0.0,0.0780314443333333,28.8,False
28.819666666666667,29.262311984865203,0.086299639,48.0,1.0,0.57,0.57,1.21,35.8,0.0,0.086299639,28.7,False
28.819666666666667,29.249007590224878,0.078876023,48.0,1.0,0.57,0.57,1.23,36.6,0.0,0.078876023,28.7,False
28.82166666666667,29.24163700997235,0.07413401,48.0,1.0,0.57,0.57,1.24,37.2,0.0,0.07413401,28.7,False
28.82166666666667,29.248257701412,0.0790637866666666,48.0,1.0,0.57,0.57,1.23,36.6,0.0,0.0790637866666666,28.7,False
28.82166666666667,29.53573556553863,0.0692274823333333,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0692274823333333,28.8,False
28.822333333333333,29.53159348700988,0.0604334936666666,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.0604334936666666,28.8,False
28.823,29.52340326816348,0.055126399,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.055126399,28.8,False
28.823666666666668,29.226900957325995,0.061870704,48.0,1.0,0.57,0.57,1.25,38.0,0.0,0.061870704,28.7,False
28.823666666666668,29.535959668125923,0.0676111036666666,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0676111036666666,28.8,False
28.824666666666666,29.235530938064056,0.067152949,48.0,1.0,0.57,0.57,1.26,38.0,0.0,0.067152949,28.7,False
28.825,29.53038695393398,0.0634195706666666,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0634195706666666,28.8,False
28.825666666666667,29.53848225031993,0.0589274296666666,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0589274296666666,28.8,False
28.826,29.532765299298188,0.06551265,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.06551265,28.8,False
28.826,29.52245197748969,0.05094729,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.05094729,28.8,False
28.82733333333333,29.51947666946124,0.0444538633333333,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.0444538633333333,28.8,False
28.828000000000003,29.52000223145201,0.0448708033333333,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.0448708033333333,28.8,False
28.828333333333333,29.536330981337528,0.0588821523333333,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0588821523333333,28.8,False
28.82933333333333,29.52715750734482,0.0577370413333333,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0577370413333333,28.8,False
28.82933333333333,29.24902458775972,0.0727439706666666,48.0,1.0,0.57,0.57,1.25,37.6,0.0,0.0727439706666666,28.7,False
28.829666666666668,29.26375613342854,0.0805915603333333,48.0,1.0,0.57,0.57,1.23,36.6,0.0,0.0805915603333333,28.7,False
28.83,29.27302019871284,0.0884094909999999,48.0,1.0,0.57,0.57,1.21,35.7,0.0,0.0884094909999999,28.7,False
28.830666666666666,29.285348952698275,0.0995964716666666,48.0,1.0,0.57,0.57,1.19,34.5,0.0,0.0995964716666666,28.7,False
28.832000000000004,29.586712456067687,0.0867970316666666,48.0,1.0,0.57,0.57,1.27,38.7,0.0,0.0867970316666666,28.9,False
28.832000000000004,29.570986165064443,0.0728618123333333,48.0,1.0,0.57,0.57,1.31,40.5,0.0,0.0728618123333333,28.9,False
28.832666666666665,29.56582261277584,0.060582314,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.060582314,28.9,False
28.833,29.772368113627653,0.0543782036666666,48.0,1.0,0.57,0.57,1.35,42.9,0.0,0.0543782036666666,29.0,False
28.833,29.773301363874435,0.0494214859999999,48.0,1.0,0.57,0.57,1.35,42.9,0.0,0.0494214859999999,29.0,False
28.83366666666667,29.581357313405647,0.0633583826666666,48.0,1.0,0.57,0.57,1.32,41.2,0.0,0.0633583826666666,28.9,False
28.834333333333333,29.577184582644996,0.0617704726666666,48.0,1.0,0.57,0.57,1.32,41.2,0.0,0.0617704726666666,28.9,False
28.835,29.5704974969536,0.067713214,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.067713214,28.9,False
28.83533333333333,29.57341499396735,0.071313417,48.0,1.0,0.57,0.57,1.31,40.8,0.0,0.071313417,28.9,False
28.836,29.560569307812614,0.0520734496666666,48.0,1.0,0.57,0.57,1.31,41.0,0.0,0.0520734496666666,28.9,False
28.836666666666662,29.56751966104527,0.056718296,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.056718296,28.9,False
28.837,29.56647140383097,0.0562428316666666,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.0562428316666666,28.9,False
28.837666666666664,29.56413545096829,0.063268897,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.063268897,28.9,False
28.838,29.54417145427876,0.0420127846666666,48.0,1.0,0.57,0.57,1.31,40.9,0.0,0.0420127846666666,28.8,False
28.839,29.57076691091034,0.0682429503333333,48.0,1.0,0.57,0.57,1.32,41.2,0.0,0.0682429503333333,28.9,False
28.839,29.56723515788197,0.0683471726666666,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.0683471726666666,28.9,False
28.83966666666667,29.56306716849936,0.0487307916666666,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.0487307916666666,28.9,False
28.84033333333333,29.55714036839756,0.0450211936666666,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.0450211936666666,28.9,False
28.84033333333333,29.563220973899902,0.0486554876666666,48.0,1.0,0.57,0.57,1.32,41.1,0.0,0.0486554876666666,28.9,False
28.84166666666667,29.761974663089383,0.0411117779999999,48.0,1.0,0.57,0.57,1.35,42.9,0.0,0.0411117779999999,29.0,False
28.84166666666667,29.545878293244204,0.0374353356666666,48.0,1.0,0.57,0.57,1.31,41.0,0.0,0.0374353356666666,28.9,False
28.84166666666667,29.835696926347243,0.0349450636666666,48.0,1.0,0.57,0.57,1.36,43.6,0.0,0.0349450636666666,29.0,False
28.843,29.53969242660018,0.0352386816666666,48.0,1.0,0.57,0.57,1.31,40.9,0.0,0.0352386816666666,28.8,False
28.843333333333334,29.74814308327988,0.0302429386666666,48.0,1.0,0.57,0.57,1.35,42.8,0.0,0.0302429386666666,29.0,False
28.843666666666667,29.76974190583519,0.0358909963333333,48.0,1.0,0.57,0.57,1.35,43.0,0.0,0.0358909963333333,29.0,False
28.844000000000005,29.782772121429293,0.0494486279999999,48.0,1.0,0.57,0.57,1.36,43.1,0.0,0.0494486279999999,29.0,False
28.844666666666665,29.77084482896464,0.0337320446666666,48.0,1.0,0.57,0.57,1.35,43.0,0.0,0.0337320446666666,29.0,False
28.844666666666665,29.76198720202774,0.0210154833333333,48.0,1.0,0.57,0.57,1.35,42.9,0.0,0.0210154833333333,29.0,False
28.84566666666667,30.04216996790325,0.0294989296666666,48.0,1.0,0.57,0.57,1.4,45.5,0.0,0.0294989296666666,29.1,False
28.84633333333333,29.735778657542426,0.038893376,48.0,1.0,0.57,0.57,1.35,42.7,0.0,0.038893376,29.0,False
28.847,29.734603595653272,0.039547066,48.0,1.0,0.57,0.57,1.35,42.7,0.0,0.039547066,29.0,False
28.84766666666667,29.464739727625915,0.0471871716666666,48.0,1.0,0.57,0.57,1.3,40.3,0.0,0.0471871716666666,28.8,False
28.848333333333333,29.485568305706614,0.059968775,48.0,1.0,0.57,0.57,1.3,40.5,0.0,0.059968775,28.8,False
28.84933333333333,29.47768444632739,0.0562716636666666,48.0,1.0,0.57,0.57,1.3,40.4,0.0,0.0562716636666666,28.8,False
28.84933333333333,29.47656587243705,0.056613729,48.0,1.0,0.57,0.57,1.3,40.4,0.0,0.056613729,28.8,False
28.850333333333328,29.47601283726567,0.066548242,48.0,1.0,0.57,0.57,1.3,40.4,0.0,0.066548242,28.8,False
28.850333333333328,29.249136917257943,0.061591128,48.0,1.0,0.57,0.57,1.26,38.4,0.0,0.061591128,28.7,False
28.85166666666667,29.241461155671136,0.058462256,48.0,1.0,0.57,0.57,1.26,38.4,0.0,0.058462256,28.7,False
28.85166666666667,29.53277897347465,0.0625738446666666,48.0,1.0,0.57,0.57,1.31,40.9,0.0,0.0625738446666666,28.8,False
28.85233333333333,29.242734748870344,0.0571727186666666,48.0,1.0,0.57,0.57,1.26,38.4,0.0,0.0571727186666666,28.7,False
28.852666666666664,29.725699529143885,0.0420161289999999,48.0,1.0,0.57,0.57,1.35,42.7,0.0,0.0420161289999999,28.9,False
28.852666666666664,30.045018077673944,0.0319311516666666,48.0,1.0,0.57,0.57,1.4,45.6,0.0,0.0319311516666666,29.1,False
28.854,30.040143528557564,0.0157077163333333,48.0,1.0,0.57,0.57,1.4,45.6,0.0,0.0157077163333333,29.1,False
28.854,29.829257486665444,0.025517669,48.0,1.0,0.57,0.57,1.37,43.7,0.0,0.025517669,29.0,False
28.854,29.832564839829047,0.0313246933333333,48.0,1.0,0.57,0.57,1.37,43.7,0.0,0.0313246933333333,29.0,False
28.855666666666668,29.559602288147005,0.0574981613333333,48.0,1.0,0.57,0.57,1.32,41.2,0.0,0.0574981613333333,28.9,False
28.855666666666668,29.4618824586402,0.0564904936666666,48.0,1.0,0.57,0.57,1.3,40.3,0.0,0.0564904936666666,28.8,False
28.855666666666668,29.254353434035767,0.0620722036666666,48.0,1.0,0.57,0.57,1.27,38.5,0.0,0.0620722036666666,28.7,False
28.856,29.26675517406037,0.0691719463333333,48.0,1.0,0.57,0.57,1.26,38.5,0.0,0.0691719463333333,28.7,False
28.857,29.281864412357116,0.0816209216666666,48.0,1.0,0.57,0.57,1.23,36.9,0.0,0.0816209216666666,28.7,False
28.857,29.274206585759845,0.075361375,48.0,1.0,0.57,0.57,1.25,37.7,0.0,0.075361375,28.7,False
28.85833333333333,29.275580126342614,0.076698429,48.0,1.0,0.57,0.57,1.25,37.5,0.0,0.076698429,28.7,False
28.859,29.271057527799677,0.0717439213333333,48.0,1.0,0.57,0.57,1.26,38.2,0.0,0.0717439213333333,28.7,False
28.859333333333336,29.28498839649969,0.0821868026666666,48.0,1.0,0.57,0.57,1.23,36.9,0.0,0.0821868026666666,28.7,False
28.86,29.27901930777053,0.0783993056666666,48.0,1.0,0.57,0.57,1.24,37.3,0.0,0.0783993056666666,28.7,False
28.860666666666663,29.48368088122146,0.0680378276666666,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.0680378276666666,28.8,False
28.861,29.585726679747875,0.070318577,48.0,1.0,0.57,0.57,1.32,41.3,0.0,0.070318577,28.9,False
28.86133333333333,29.273961152486283,0.0732288716666666,48.0,1.0,0.57,0.57,1.26,38.0,0.0,0.0732288716666666,28.7,False
28.861666666666665,29.284458504074863,0.0790159873333333,48.0,1.0,0.57,0.57,1.24,37.3,0.0,0.0790159873333333,28.7,False
28.862333333333336,29.27576157855799,0.0721550506666666,48.0,1.0,0.57,0.57,1.26,38.2,0.0,0.0721550506666666,28.7,False
28.862333333333336,29.495773503038134,0.0716011479999999,48.0,1.0,0.57,0.57,1.3,40.3,0.0,0.0716011479999999,28.8,False
28.863666666666663,29.501376830631347,0.0741333803333333,48.0,1.0,0.57,0.57,1.29,40.0,0.0,0.0741333803333333,28.8,False
28.864,29.499055744598724,0.0654016653333333,48.0,1.0,0.57,0.57,1.31,40.8,0.0,0.0654016653333333,28.8,False
28.86433333333333,29.485894890236484,0.0510974056666666,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.0510974056666666,28.8,False
28.864666666666665,29.490751951306816,0.0637501643333333,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.0637501643333333,28.8,False
28.864666666666665,29.80366848378111,0.065832129,48.0,1.0,0.57,0.57,1.36,43.5,0.0,0.065832129,29.0,False
28.866,29.795663279111995,0.0584497999999999,48.0,1.0,0.57,0.57,1.36,43.5,0.0,0.0584497999999999,29.0,False
28.866,29.796762786947795,0.0401967716666666,48.0,1.0,0.57,0.57,1.36,43.5,0.0,0.0401967716666666,29.0,False
28.867,29.785392895872786,0.0251215253333333,48.0,1.0,0.57,0.57,1.36,43.4,0.0,0.0251215253333333,29.0,False
28.867666666666665,29.470045308683552,0.054745314,48.0,1.0,0.57,0.57,1.31,40.5,0.0,0.054745314,28.8,False
28.868333333333336,29.269884132750636,0.064327902,48.0,1.0,0.57,0.57,1.27,38.8,0.0,0.064327902,28.7,False
28.868333333333336,29.490968266884675,0.065046226,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.065046226,28.8,False
28.869,29.49338480130505,0.0634652363333333,48.0,1.0,0.57,0.57,1.31,40.8,0.0,0.0634652363333333,28.8,False
28.869333333333334,29.48243841532542,0.056285578,48.0,1.0,0.57,0.57,1.31,40.7,0.0,0.056285578,28.8,False
28.87,29.499897642718377,0.0615656103333333,48.0,1.0,0.57,0.57,1.31,40.8,0.0,0.0615656103333333,28.8,False
28.870666666666665,29.50813031832432,0.0680309326666666,48.0,1.0,0.57,0.57,1.31,40.9,0.0,0.0680309326666666,28.8,False
28.871666666666663,29.50632738145993,0.0599792056666666,48.0,1.0,0.57,0.57,1.31,40.9,0.0,0.0599792056666666,28.8,False
28.871666666666663,29.510681441831803,0.0598244209999999,48.0,1.0,0.57,0.57,1.31,40.9,0.0,0.0598244209999999,28.8,False
28.872333333333334,29.49299879261319,0.0645080983333333,48.0,1.0,0.57,0.57,1.31,40.8,0.0,0.0645080983333333,28.8,False
28.872333333333334,29.28665424982584,0.0728176623333333,48.0,1.0,0.57,0.57,1.26,38.3,0.0,0.0728176623333333,28.7,False
28.873666666666665,29.303622813913343,0.0839348313333333,48.0,1.0,0.57,0.57,1.23,36.9,0.0,0.0839348313333333,28.7,False
28.873666666666665,29.306758793143995,0.0854122123333333,48.0,1.0,0.57,0.57,1.23,36.8,0.0,0.0854122123333333,28.7,False
28.874333333333336,29.3085966108427,0.0881236223333333,48.0,1.0,0.57,0.57,1.22,36.5,0.0,0.0881236223333333,28.7,False
28.873666666666665,29.31184391394324,0.0887871196666666,48.0,1.0,0.57,0.57,1.22,36.4,0.0,0.0887871196666666,28.7,False
28.872,29.316198464127883,0.0900024533333333,48.0,1.0,0.57,0.57,1.22,36.3,0.0,0.0900024533333333,28.7,False
28.869,29.608042606259342,0.0827767616666666,48.0,1.0,0.57,0.57,1.29,39.8,0.0,0.0827767616666666,28.9,False
28.865333333333336,29.322777681125405,0.093543654,48.0,1.0,0.57,0.57,1.21,35.9,0.0,0.093543654,28.7,False
28.862,29.32878307756236,0.0948619473333333,48.0,1.0,0.57,0.57,1.21,35.7,0.0,0.0948619473333333,28.7,False
28.858666666666668,29.630628267925868,0.0780959483333333,48.0,1.0,0.57,0.57,1.31,40.6,0.0,0.0780959483333333,28.9,False
28.855666666666668,29.359787836609616,0.1124172396666666,48.0,1.0,0.57,0.57,1.17,34.0,0.0,0.1124172396666666,28.8,False
28.852,29.3485403686246,0.094737039,48.0,1.0,0.57,0.57,1.21,35.8,0.0,0.094737039,28.8,False
28.85,29.3630968586041,0.1016625243333333,48.0,1.0,0.57,0.57,1.2,35.1,0.0,0.1016625243333333,28.8,False
28.849666666666668,29.382522244629644,0.114648768,48.0,1.0,0.57,0.57,1.17,33.9,0.0,0.114648768,28.8,False
28.84733333333333,29.40900075370725,0.1368644473333333,48.0,1.0,0.57,0.57,1.13,32.1,0.0,0.1368644473333333,28.8,False
