Tg,Ta,Va,MRT,LOT,MOT
28.92,28.669,0.10006191,29.16011891744688,28.91455945872344,
28.922,28.669,0.072541182,29.121591244746583,28.89529562237329,
28.922,28.67,0.059013133,29.097667550800452,28.883833775400227,
28.922,28.67,0.042532658,29.983386091129887,29.326693045564944,
28.923,28.67,0.048171094,29.98961523825386,29.32980761912693,
28.923,28.672,0.054189297,29.08924922882528,28.88062461441264,
28.923,28.672,0.049948751,29.979140923016814,29.325570461508406,
28.925,28.673,0.077996431,29.132627697854673,28.902813848927337,
28.925,28.673,0.062059368,29.10604319807561,28.889521599037806,
28.925,28.675,0.055509582,29.09299107321442,28.88399553660721,
28.925,28.675,0.053554524,29.089418558382818,28.882209279191407,
28.927,28.675,0.04753619,29.9883337299583,29.331666864979148,
28.927,28.676,0.030744191,29.98309923950967,29.329549619754836,
28.927,28.676,0.028228329,29.98309923950967,29.329549619754836,
28.928,28.678,0.051523157,29.088645962240946,28.88332298112047,
28.928,28.678,0.04746,29.978859319909816,29.328429659954907,
28.928,28.679,0.060358591,29.103929292699775,28.89146464634989,
28.93,28.679,0.047688568,29.986067978311212,29.332533989155607,
28.93,28.681,0.014145319,29.97561414156047,29.328307070780234,
28.93,28.681,0.046139352,29.97561414156047,29.328307070780234,
28.931,28.681,0.02660179,29.98182821284388,29.33141410642194,
28.931,28.683,0.005473123,29.97138440777769,29.327192203888846,
28.931,28.683,0.006490542,29.97138440777769,29.327192203888846,
28.933,28.684,0.025254738,29.97858318889314,29.33129159444657,
28.933,28.686,0.032218023,29.968149550727446,29.327074775363723,
28.933,28.686,0.056601312,29.10091284907986,28.89345642453993,
28.934,28.686,0.087204833,29.152450856047608,28.919225428023804,
28.934,28.687,0.126572847,29.205996619886037,28.946498309943017,
28.934,28.687,0.150204397,29.23537372951614,28.96118686475807,
28.936,28.689,0.140150636,29.225115028365167,28.957057514182583,
28.936,28.689,0.095852828,29.166252080590596,28.927626040295298,
28.936,28.69,0.108174378,29.182557505551358,28.936278752775678,
28.937,28.69,0.105385926,29.180711949960994,28.935355974980496,
28.937,28.69,0.107413913,29.18351170070133,28.936755850350664,
28.937,28.692,0.127206243,29.207597290516276,28.949798645258138,
28.939,28.692,0.118489788,29.200438138378615,28.946219069189308,
28.939,28.692,0.089081713,29.15935461560457,28.925677307802285,
28.939,28.693,0.09359594,29.16506277894797,28.929031389473984,
28.941,28.693,0.068937664,29.130729612937046,28.91186480646852,
28.941,28.695,0.080964712,29.148245108392416,28.921622554196208,
28.941,28.695,0.07916348,29.145469124976273,28.920234562488137,
28.942,28.697,0.071678405,29.13386672480317,28.915433362401586,
28.942,28.697,0.060282435,29.11495054785081,28.905975273925407,
28.942,28.698,0.107566007,29.185715741911167,28.941857870955584,
28.944,28.698,0.102571904,29.182804690113926,28.940402345056963,
28.944,28.698,0.086114166,29.1590412741362,28.9285206370681,
28.944,28.7,0.079873837,29.147891239406988,28.923945619703495,
28.945,28.7,0.090476623,29.16560408882276,28.932802044411382,
28.945,28.701,0.07852922,29.146824902610945,28.923912451305473,
28.945,28.701,0.055103347,29.108209739596873,28.904604869798437,
28.947,28.701,0.04700286,29.97679794894691,29.338898974473455,
28.947,28.703,0.053173653,29.106755569166694,28.90487778458335,
28.947,28.703,0.050964506,29.102742613047553,28.902871306523778,
28.948,28.704,0.078072544,29.149114587143856,28.92655729357193,
28.948,28.704,0.108884131,29.193486496468893,28.948743248234447,
28.948,28.706,0.084871268,29.157704619074934,28.93185230953747,
28.95,28.706,0.055027177,29.113066355515684,28.909533177757844,
28.95,28.707,0.043853472,29.964172313543827,29.335586156771914,
28.95,28.707,0.047917134,29.964172313543827,29.335586156771914,
28.951,28.709,0.049491649,29.959974096550127,29.334487048275065,
28.951,28.711,0.060434747,29.12066525580599,28.915832627902994,
28.953,28.712,0.080102163,29.154713737178213,28.933356868589108,
28.953,28.714,0.069242203,29.136312470006658,28.925156235003328,
28.953,28.714,0.07424129,29.1441348650809,28.92906743254045,
28.955,28.715,0.084871268,29.16295886790897,28.938979433954486,
28.955,28.715,0.064318461,29.13111287799967,28.923056438999836,
28.955,28.717,0.057236021,29.117849232551748,28.917424616275873,
28.956,28.717,0.049567833,29.949391060505775,29.333195530252887,
28.956,28.717,0.052386505,29.11107761244142,28.91403880622071,
28.956,28.718,0.049415465,29.944223574250998,29.3311117871255,
28.958,28.718,0.029803947,29.95654397895902,29.33727198947951,
28.958,28.72,-0.00157363,29.946204065896836,29.333102032948418,
28.958,28.72,0.000614383,29.946204065896836,29.333102032948418,
28.959,28.72,0.031430295,29.95236164615386,29.33618082307693,
28.959,28.721,0.055585751,29.11901143106695,28.920005715533478,
28.959,28.721,0.062922412,29.13135723079307,28.926178615396537,
28.961,28.721,0.063633136,29.135975118820113,28.92848755941006,
28.961,28.721,0.084947365,29.169058222171714,28.94502911108586,
28.961,28.723,0.086722915,29.169900344017492,28.946450172008745,
28.962,28.723,0.071272385,29.14849902388619,28.935749511943094,
28.962,28.725,0.071830662,29.147806818692857,28.93640340934643,
28.964,28.725,0.091110653,29.180069203341134,28.952534601670568,
28.964,28.726,0.130018399,29.230271711452872,28.978135855726435,
28.964,28.726,0.11091192,29.206081306857186,28.966040653428593,
28.965,28.728,0.086418542,29.172577360659886,28.950288680329944,
28.965,28.728,0.10054364,29.19229299893857,28.960146499469285,
28.965,28.728,0.093824171,29.183063032663256,28.95553151633163,
28.967,28.729,0.116462417,29.216262743677703,28.97263137183885,
28.967,28.729,0.094001683,29.186226000071258,28.95761300003563,
28.967,28.729,0.098210991,29.19205784638268,28.96052892319134,
28.969,28.731,0.082207758,29.171295517084218,28.95114775854211,
28.969,28.731,0.097577092,29.193181664444694,28.962090832222348,
28.97,28.732,0.086418542,29.17844196844402,28.95522098422201,
28.97,28.732,0.096714971,29.192990235980858,28.96249511799043,
28.97,28.732,0.10513242,29.20442663393726,28.96821331696863,
28.972,28.734,0.093824171,29.1909669239501,28.96248346197505,
28.972,28.734,0.087813563,29.18244810073662,28.95822405036831,
28.972,28.735,0.064166168,29.14563709301376,28.94031854650688,
28.973,28.735,0.063328542,29.14599924637605,28.940499623188025,
28.973,28.737,0.068633123,29.15302162277885,28.945010811389423,
28.973,28.737,0.074951756,29.16278087804784,28.949890439023918,
28.975,28.737,0.067135749,29.154157465671858,28.945578732835926,
28.975,28.738,0.060104736,29.141957344685693,28.939978672342846,
28.976,28.738,0.080888606,29.17632955930793,28.957164779653965,
28.976,28.74,0.089233888,29.186689655793145,28.96334482789657,
28.976,28.74,0.083298555,29.178174404307413,28.959087202153704,
28.978,28.74,0.075890562,29.17081147494912,28.955405737474557,
28.978,28.742,0.069242203,29.158968644245363,28.950484322122684,
28.978,28.742,0.067617962,29.1564117972365,28.949205898618253,
28.979,28.743,0.10054364,29.20530360299631,28.974151801498152,
28.979,28.743,0.099909784,29.20444746935425,28.973723734677122,
28.979,28.745,0.098058857,29.200047696391948,28.972523848195976,
28.981,28.742,0.10670413,29.218487410938963,28.980243705469483,
28.981,28.735,0.079467921,29.185858765443243,28.96042938272162,
28.981,28.726,0.047840945,30.057493077227775,29.391746538613887,
28.983,28.715,0.072693434,29.19455007298967,28.954775036494837,
28.983,28.703,0.093063394,29.239277314395736,28.97113865719787,
28.983,28.693,0.090020113,29.243182515155183,28.96809125757759,
28.983,28.684,0.094153836,29.258560654755968,28.971280327377983,
28.983,28.675,0.11083588,29.29598349316143,28.985491746580713,
28.983,28.67,0.109365741,29.298522354515057,28.98426117725753,
28.983,28.669,0.129714392,29.333593549412228,29.001296774706113,
28.983,28.667,0.100923948,29.286575281175544,28.976787640587773,
28.983,28.665,0.108022286,29.301189908248375,28.983094954124187,
28.983,28.665,0.120897148,29.323392615118678,28.99419630755934,
28.983,28.664,0.127915635,29.336199934868716,29.00009996743436,
28.983,28.661,0.241629655,29.504744963574808,28.998497985429925,
28.983,28.659,0.195658732,29.445683676266412,29.052341838133206,
28.983,28.659,0.149571359,29.376950754926042,29.01797537746302,
28.983,28.659,0.130398404,29.345880181951202,29.0024400909756,
28.983,28.659,0.077209918,29.24810299210145,28.953551496050725,
28.983,28.661,0.06698347,29.224964764994695,28.94298238249735,
28.981,28.661,0.072693434,29.233550686482886,28.947275343241444,
28.981,28.662,0.079467921,29.2465700993086,28.9542850496543,
28.981,28.662,0.068480851,29.223915048237416,28.942957524118707,
28.981,28.664,0.052462681,29.186765200932086,28.925382600466044,
28.981,28.664,0.062465509,29.209453004110344,28.936726502055173,
28.981,28.664,0.06533373,29.215683057432898,28.93984152871645,
28.981,28.664,0.066602769,29.218404401665737,28.94120220083287,
28.981,28.661,0.085632231,29.259597757525796,28.9602988787629,
28.981,28.655,0.139365479,29.36095957144761,29.007979785723805,
28.981,28.645,0.124469896,29.346960934087463,28.99598046704373,
28.979,28.636,0.119579454,29.343717178950214,28.989858589475105,
28.979,28.627,0.123785779,29.361098899954015,28.994049449977005,
28.979,28.619,0.105766182,29.334629973002905,28.976814986501452,
28.979,28.611,0.047155241,30.676523218341288,29.643761609170646,
28.978,28.605,0.051599336,29.217683123836878,28.91134156191844,
28.978,28.599,0.079391811,29.29327080484245,28.946135402421227,
28.978,28.596,0.051980226,29.224543535743123,28.910271767871563,
28.978,28.596,0.024085544,30.755936119930197,29.6759680599651,
28.976,28.596,0.025407238,30.742443765771384,29.669221882885694,
28.976,28.596,0.01994212,30.742443765771384,29.669221882885694,
28.976,28.596,0.00030909,30.742443765771384,29.669221882885694,
28.976,28.596,0.02009465,30.742443765771384,29.669221882885694,
28.975,28.596,0.031913098,30.73570261006654,29.66585130503327,
28.975,28.596,0.019713323,30.73570261006654,29.66585130503327,
28.975,28.597,0.012289054,30.729947578739143,29.663473789369572,
28.975,28.597,0.054189297,29.225133847357597,28.9110669236788,
28.973,28.597,0.04700286,30.716482203884595,29.6567411019423,
28.973,28.599,0.012594203,30.704996339005675,29.65199816950284,
28.973,28.6,-0.00157363,30.699258669114215,29.64962933455711,
28.973,28.602,0.001708318,30.687793896036624,29.644896948018314,
28.973,28.603,-0.00157363,30.682066809607704,29.642533404803853,
28.972,28.603,-0.00157363,30.675360000944238,29.63918000047212,
28.972,28.605,0.053326002,29.212544623589793,28.9087723117949,
28.972,28.607,0.058251527,29.22424246177934,28.91562123088967,
28.972,28.607,0.060663215,29.230449486153702,28.91872474307685,
28.972,28.608,0.064242315,29.238749580290573,28.92337479014529,
28.97,28.61,0.072059045,29.252617891132275,28.931308945566137,
28.97,28.61,0.054417812,29.208850196224034,28.909425098112017,
28.97,28.61,0.054087734,29.207980900868392,28.908990450434196,
28.97,28.611,0.058556171,29.218882789893428,28.914941394946716,
28.97,28.611,0.07370843,29.255681545196637,28.93334077259832,
28.969,28.611,0.063633136,29.229872493501716,28.92043624675086,
28.969,28.613,0.041287989,30.598327750794965,29.605663875397482,
28.969,28.613,0.047383811,30.598327750794965,29.605663875397482,
28.969,28.614,0.057921491,29.213513445797332,28.91375672289867,
28.969,28.614,0.053554524,29.202292516753573,28.90814625837679,
28.967,28.616,0.001555678,30.568029932417517,29.592014966208758,
28.967,28.617,-0.00157363,30.562375064698415,29.58968753234921,
28.967,28.617,-0.00157363,30.562375064698415,29.58968753234921,
28.967,28.619,-0.00157363,30.551076504726666,29.585038252363333,
28.967,28.62,-0.00157363,30.545432831140545,29.582716415570275,
28.965,28.62,0.019154033,30.532187562705985,29.576093781352995,
28.965,28.622,0.054646326,29.193167490210783,28.90758374510539,
28.965,28.624,0.047840945,30.509680255251112,29.566840127625554,
28.965,28.624,0.008525257,30.509680255251112,29.566840127625554,
28.965,28.625,0.002980274,30.504062923171375,29.564531461585688,
28.964,28.625,0.04441226,30.497464489769072,29.561232244884536,
28.964,28.627,0.080178271,29.24608175341706,28.936540876708527,
28.964,28.627,0.094001683,29.274285531193925,28.95064276559696,
28.964,28.628,0.075180117,29.234605682068207,28.931302841034103,
28.964,28.628,0.061830911,29.2046927582673,28.91634637913365,
28.964,28.63,0.084947365,29.253422081410804,28.9417110407054,
28.964,28.63,0.121682675,29.32294590582802,28.97647295291401,
28.962,28.631,0.125103327,29.323690666393418,28.97734533319671,
28.962,28.631,0.110303595,29.297418069422804,28.964209034711402,
28.962,28.633,0.118236373,29.309556197224538,28.971278098612267,
28.962,28.633,0.101253546,29.27872840729617,28.955864203648083,
28.962,28.634,0.10295219,29.28093003640629,28.957465018203145,
28.962,28.634,0.085632231,29.247606641859193,28.940803320929597,
28.962,28.636,0.109669913,29.29122145215655,28.963610726078272,
28.962,28.636,0.070181178,29.213961780943862,28.92498089047193,
28.961,28.636,0.052919736,29.17309427720619,28.904547138603093,
28.961,28.638,0.067998651,29.205966546639047,28.921983273319526,
28.961,28.638,0.061196299,29.19097151274798,28.914485756373992,
28.961,28.638,-0.001344643,30.40521730612602,29.521608653063012,
28.961,28.639,0.010788688,30.399670006707765,29.51933500335388,
28.961,28.639,0.011805895,30.399670006707765,29.51933500335388,
28.961,28.639,0.075180117,29.220352666521023,28.92967633326051,
28.961,28.641,0.097044608,29.261342958405464,28.95117147920273,
28.961,28.641,0.075738325,29.219888908136454,28.930444454068226,
28.959,28.641,0.061754758,29.186656167349042,28.91382808367452,
28.959,28.642,0.073226311,29.21033820943802,28.92616910471901,
28.959,28.642,0.069394471,29.2023718420121,28.922185921006047,
28.959,28.644,0.082664375,29.22757362979212,28.93578681489606,
28.959,28.644,0.068303199,29.198551870211816,28.921275935105907,
28.959,28.644,0.062617811,29.18639446681067,28.915197233405333,
28.959,28.645,0.058936973,29.177590832835108,28.911295416417552,
28.959,28.645,0.081903343,29.225242533027483,28.93512126651374,
28.959,28.645,0.091338902,29.24321772435877,28.944108862179384,
28.959,28.647,0.090400538,29.239667998656273,28.943333999328136,
28.959,28.647,0.088523733,29.23616199786204,28.94158099893102,
28.959,28.647,0.057464513,29.17293117889517,28.909965589447584,
28.958,28.648,0.054570155,29.164079934586994,28.906039967293495,
28.958,28.648,0.073632307,29.204613135521583,28.92630656776079,
28.958,28.648,0.072059045,29.201441773123065,28.92472088656153,
28.958,28.65,0.093900248,29.241455413071435,28.945727706535717,
28.958,28.65,0.090096198,29.234518093748875,28.942259046874437,
28.958,28.65,0.090552707,29.235356743318903,28.94267837165945,
28.958,28.652,0.114815096,29.275673514530638,28.96383675726532,
28.958,28.652,0.112077848,29.271114597899157,28.96155729894958,
28.958,28.653,0.086646822,29.225497568939545,28.939248784469772,
28.958,28.653,0.071120126,29.195644715919173,28.924322357959586,
28.958,28.655,0.04441226,30.292083489151366,29.473541744575684,
28.958,28.655,0.023856783,30.292083489151366,29.473541744575684,
28.958,28.656,0.051980226,29.153000014502652,28.904500007251325,
28.958,28.656,0.05761684,29.165412359361824,28.91070617968091,
28.958,28.658,0.066196682,29.181916147884806,28.919958073942404,
28.958,28.658,0.080736392,29.210211130223854,28.934105565111928,
28.958,28.658,0.070028914,29.189597329214905,28.923798664607453,
28.958,28.659,0.065029153,29.178803111176933,28.918901555588466,
28.958,28.659,0.065181442,29.179112879448212,28.919056439724105,
28.956,28.661,0.07596668,29.19513004110138,28.92806502055069,
28.956,28.661,0.089233888,29.219345501903888,28.940172750951945,
28.956,28.661,0.090476623,29.22153704455485,28.941268522277426,
28.956,28.661,0.082207758,29.206716513392337,28.93385825669617,
28.956,28.661,0.082436067,29.207133538354753,28.934066769177377,
28.956,28.662,0.060282435,29.16347621597191,28.912738107985955,
28.956,28.662,0.092987315,29.225014275056083,28.94350713752804,
28.956,28.664,0.098439192,29.232465773515173,28.948232886757587,
28.956,28.664,0.092125078,29.221699351429606,28.942849675714804,
28.956,28.664,0.096714971,29.229553989942247,28.946776994971124,
28.956,28.665,0.077590491,29.19490036814875,28.929950184074375,
28.956,28.665,0.085175655,29.20863375872932,28.93681687936466,
28.956,28.665,0.077768091,29.19522792609905,28.930113963049525,
28.956,28.665,0.064496136,29.1698483862977,28.91742419314885,
28.956,28.667,0.055281076,29.149633329423693,28.908316664711847,
28.956,28.667,0.089944028,29.21522455100734,28.94111227550367,
28.956,28.667,0.086976557,29.2100652029182,28.9385326014591,
28.956,28.667,0.092125078,29.21897312442985,28.942986562214926,
28.956,28.669,0.055509582,29.14877064901748,28.908885324508738,
28.956,28.669,0.062922412,29.163812135657622,28.91640606782881,
28.956,28.67,0.067364167,29.171730777806033,28.920865388903017,
28.956,28.67,0.086114166,29.20593421979288,28.93796710989644,
28.956,28.67,0.079949946,29.195053626988567,28.932526813494285,
28.956,28.672,0.095092096,29.21938492017904,28.945692460089518,
28.956,28.673,0.068709258,29.17201488969033,28.922507444845166,
28.956,28.673,0.062617811,29.16032357624198,28.91666178812099,
28.958,28.673,0.086342448,29.207451900856597,28.9402259504283,
28.958,28.675,0.079239591,29.193282528369537,28.934141264184767,
28.958,28.675,0.079721619,29.19413924004556,28.934569620022778,
28.958,28.676,0.091262819,29.213164619603276,28.94458230980164,
28.958,28.676,0.070739475,29.177037844639642,28.926518922319822,
28.958,28.678,0.076905456,29.186657011015086,28.93232850550754,
28.958,28.678,0.054798667,29.14462202743772,28.91131101371886,
28.958,28.678,0.061120145,29.15724356578494,28.917621782892468,
28.958,28.679,0.060510903,29.155344092245286,28.917172046122644,
28.958,28.679,0.063937727,29.161968909703432,28.920484454851717,
28.958,28.681,0.057921491,29.148861063666118,28.914930531833058,
28.958,28.681,0.026678036,30.151390979544203,29.4161954897721,
28.958,28.681,0.018213383,30.151390979544203,29.4161954897721,
28.958,28.681,0.028634949,30.151390979544203,29.4161954897721,
28.959,28.683,0.024085544,30.147027923212704,29.415013961606352,
28.959,28.683,0.020806445,30.147027923212704,29.415013961606352,
28.959,28.683,0.013763906,30.147027923212704,29.415013961606352,
28.959,28.684,0.000461737,30.14168119220551,29.412840596102754,
28.959,28.684,0.045580598,30.14168119220551,29.412840596102754,
28.959,28.684,0.046825081,30.14168119220551,29.412840596102754,
28.959,28.686,0.048247281,30.131001471991,29.4085007359955,
28.959,28.686,0.050659783,29.132591043615378,28.90929552180769,
28.961,28.686,0.045504404,30.14365787523377,29.414828937616885,
28.961,28.687,0.054189297,29.142401080856416,28.914700540428207,
28.961,28.687,0.050964506,29.135850380819136,28.911425190409567,
28.961,28.689,0.057388349,29.147377552767693,28.918188776383847,
28.961,28.689,0.058936973,29.15037628547327,28.919688142736636,
28.961,28.69,0.067135749,29.165001818329586,28.92750090916479,
28.962,28.69,0.061526299,29.15631861131294,28.92315930565647,
28.962,28.692,0.055103347,29.14255489243243,28.917277446216215,
28.962,28.692,0.081573557,29.190417234306608,28.941208617153304,
28.962,28.693,0.056982139,29.145538763437912,28.919269381718955,
28.962,28.693,0.069089934,29.168008409642823,28.93050420482141,
28.962,28.693,0.079087369,29.185389556856933,28.939194778428465,
28.964,28.695,0.084947365,29.197162567810153,28.946081283905077,
28.964,28.695,0.109365741,29.235278543023583,28.96513927151179,
28.964,28.695,0.11496716,29.243520181051622,28.96926009052581,
28.964,28.697,0.10234373,29.222767290005947,28.959883645002975,
28.964,28.697,0.094914589,29.21134154070222,28.954170770351112,
28.964,28.697,0.077514377,29.18307237368458,28.940036186842292,
28.965,28.698,0.060815526,29.154420329207653,28.926210164603827,
28.965,28.698,0.071830662,29.17429601243208,28.93614800621604,
28.965,28.698,0.080026054,29.188297403050058,28.94314870152503,
28.965,28.698,0.076118916,29.181697860394138,28.93984893019707,
28.965,28.7,0.062211671,29.155578165273482,28.927789082636743,
28.967,28.7,0.095244244,29.21484861117949,28.957424305589747,
28.967,28.701,0.067541824,29.16795482820777,28.934477414103885,
28.967,28.701,0.074571151,29.180241034034907,28.940620517017454,
28.967,28.701,0.045428209,30.101678717755192,29.401339358877596,
28.967,28.701,0.015340379,30.101678717755192,29.401339358877596,
28.969,28.703,0.054011562,29.14474887820711,28.923874439103557,
28.969,28.703,0.069572116,29.1735500171431,28.93827500857155,
28.969,28.703,0.071526148,29.176974413546645,28.939987206773324,
28.969,28.704,0.064318461,29.16341325981375,28.933706629906876,
28.969,28.704,0.075408476,29.182862500715032,28.943431250357516,
28.97,28.704,0.079087369,29.19088342330275,28.947441711651376,
28.97,28.706,0.06104399,29.157706127875883,28.931853063937943,
28.97,28.706,0.081903343,29.193869883374703,28.949934941687353,
28.97,28.706,0.057134468,29.15040449998412,28.92820224999206,
28.97,28.707,0.059013133,29.153241297860234,28.930120648930117,
28.972,28.707,0.075408476,29.185856135818938,28.94642806790947,
28.972,28.707,0.088371555,29.2071858054652,28.9570929027326,
28.972,28.709,0.055661919,29.148926976078712,28.928963488039358,
28.972,28.709,0.0966389,29.218263911999998,28.963631956,
28.973,28.709,0.087661381,29.206166787046186,28.957583393523095,
28.973,28.711,0.092733718,29.212336184888272,28.961668092444135,
28.973,28.711,0.067922514,29.171592067727147,28.941296033863573,
28.973,28.711,0.097957433,29.22032667700381,28.965663338501905,
28.973,28.712,0.058936973,29.154702954642005,28.933351477321004,
28.975,28.712,0.064724573,29.168665214497537,28.94033260724877,
28.975,28.712,0.087661381,29.207279989101266,28.959639994550635,
28.975,28.714,0.06441999,29.166651225092664,28.94032561254633,
28.975,28.714,0.062922412,29.163967976680397,28.938983988340198,
28.976,28.714,0.067288028,29.173472126645606,28.943736063322802,
28.976,28.715,0.068303199,29.17449280267607,28.944746401338037,
28.976,28.715,0.085885882,29.203703757318635,28.95935187865932,
28.976,28.717,0.092048997,29.211543385037658,28.964271692518828,
28.976,28.717,0.100467578,29.224226234223124,28.97061311711156,
28.978,28.718,0.078300883,29.192599944007497,28.95529997200375,
28.978,28.718,0.055509582,29.15261302462841,28.935306512314206,
28.978,28.718,0.041923031,30.08083067819672,29.39941533909836,
28.978,28.72,0.019484524,30.070293886141542,29.39514694307077,
28.979,28.72,0.010178344,30.076549052020027,29.398274526010013,
28.979,28.721,0.017043879,30.071283112851063,29.396141556425533,
28.979,28.721,0.045199624,30.071283112851063,29.396141556425533,
28.979,28.721,0.050355057,29.142436054725522,28.931718027362763,
28.981,28.723,0.047155241,30.073261566692906,29.398130783346453,
28.981,28.723,0.059266998,29.16120422825213,28.942102114126065,
28.981,28.723,0.060967836,29.16428673638984,28.94364336819492,
28.981,28.725,0.07370843,29.184777826896493,28.954888913448247,
28.983,28.725,0.107084373,29.239885064412988,28.982442532206495,
