#,Date & Time,Air Temperature (°C),Globe Temperature (°C),Air Velocity (m/s)
1,5/2/2025 8:12,24.525,24.416,0.124
2,5/2/2025 8:12,24.525,24.416,0.149
3,5/2/2025 8:12,24.526,24.418,0.171
4,5/2/2025 8:12,24.529,24.419,0.129
5,5/2/2025 8:12,24.531,24.421,0.116
6,5/2/2025 8:12,24.532,24.421,0.093
7,5/2/2025 8:12,24.534,24.422,0.118
8,5/2/2025 8:12,24.535,24.424,0.114
9,5/2/2025 8:12,24.537,24.424,0.095
10,5/2/2025 8:12,24.539,24.425,0.064
11,5/2/2025 8:12,24.54,24.427,0.098
12,5/2/2025 8:12,24.543,24.427,0.086
13,5/2/2025 8:13,24.545,24.428,0.12
14,5/2/2025 8:13,24.546,24.428,0.081
15,5/2/2025 8:13,24.548,24.43,0.063
16,5/2/2025 8:13,24.549,24.431,0.008
17,5/2/2025 8:13,24.551,24.431,0.062
18,5/2/2025 8:13,24.552,24.433,0.086
19,5/2/2025 8:13,24.554,24.433,0.047
20,5/2/2025 8:13,24.554,24.434,0.047
21,5/2/2025 8:13,24.555,24.434,0.065
22,5/2/2025 8:13,24.557,24.436,0.1
23,5/2/2025 8:13,24.558,24.437,0.092
24,5/2/2025 8:13,24.56,24.439,0.076
25,5/2/2025 8:13,24.561,24.44,0.069
26,5/2/2025 8:13,24.563,24.442,0.055
27,5/2/2025 8:13,24.564,24.443,0.03
28,5/2/2025 8:13,24.566,24.443,0.051
29,5/2/2025 8:13,24.567,24.445,0.049
30,5/2/2025 8:13,24.567,24.446,0.056
31,5/2/2025 8:13,24.569,24.448,0.053
32,5/2/2025 8:13,24.57,24.449,0.044
33,5/2/2025 8:13,24.572,24.449,0.048
34,5/2/2025 8:13,24.573,24.451,0.051
35,5/2/2025 8:13,24.573,24.451,0.046
36,5/2/2025 8:13,24.575,24.452,0.027
37,5/2/2025 8:13,24.576,24.452,0.021
38,5/2/2025 8:13,24.578,24.454,0.031
39,5/2/2025 8:13,24.579,24.454,0.045
40,5/2/2025 8:13,24.579,24.454,0.053
41,5/2/2025 8:13,24.581,24.454,0.041
42,5/2/2025 8:13,24.582,24.456,0.034
43,5/2/2025 8:13,24.584,24.456,0.055
44,5/2/2025 8:13,24.584,24.456,0.058
45,5/2/2025 8:13,24.585,24.457,0.055
46,5/2/2025 8:13,24.587,24.457,0.054
47,5/2/2025 8:13,24.587,24.457,0.06
48,5/2/2025 8:13,24.588,24.459,0.054
49,5/2/2025 8:13,24.59,24.459,0.061
50,5/2/2025 8:13,24.59,24.459,0.054
51,5/2/2025 8:13,24.591,24.46,0.057
52,5/2/2025 8:13,24.593,24.46,0.03
53,5/2/2025 8:13,24.593,24.46,0.002
54,5/2/2025 8:13,24.594,24.46,0.002
55,5/2/2025 8:13,24.594,24.462,0.002
56,5/2/2025 8:13,24.596,24.462,0.002
57,5/2/2025 8:13,24.597,24.462,0.002
58,5/2/2025 8:13,24.597,24.462,0.002
59,5/2/2025 8:13,24.599,24.462,0.014
60,5/2/2025 8:13,24.599,24.462,0.023
61,5/2/2025 8:13,24.6,24.463,0.002
62,5/2/2025 8:13,24.6,24.463,0.002
63,5/2/2025 8:13,24.602,24.463,0.002
64,5/2/2025 8:13,24.602,24.463,0.002
65,5/2/2025 8:13,24.603,24.463,0.002
66,5/2/2025 8:13,24.603,24.465,0.002
67,5/2/2025 8:13,24.605,24.465,0.03
68,5/2/2025 8:13,24.605,24.465,0.036
69,5/2/2025 8:13,24.606,24.466,0.002
70,5/2/2025 8:13,24.606,24.466,0.002
71,5/2/2025 8:13,24.608,24.468,0.002
72,5/2/2025 8:13,24.608,24.468,0.002
73,5/2/2025 8:14,24.609,24.468,0.002
74,5/2/2025 8:14,24.609,24.469,0.002
75,5/2/2025 8:14,24.609,24.469,0.002
76,5/2/2025 8:14,24.611,24.469,0.002
77,5/2/2025 8:14,24.611,24.471,0.002
78,5/2/2025 8:14,24.613,24.471,0.002
79,5/2/2025 8:14,24.613,24.472,0.002
80,5/2/2025 8:14,24.614,24.472,0.002
81,5/2/2025 8:14,24.614,24.472,0.002
82,5/2/2025 8:14,24.614,24.474,0.002
83,5/2/2025 8:14,24.616,24.474,0.002
84,5/2/2025 8:14,24.616,24.475,0.004
85,5/2/2025 8:14,24.616,24.475,0.002
86,5/2/2025 8:14,24.617,24.475,0.017
87,5/2/2025 8:14,24.617,24.477,0.04
88,5/2/2025 8:14,24.617,24.477,0.052
89,5/2/2025 8:14,24.619,24.478,0.048
90,5/2/2025 8:14,24.619,24.478,0.037
91,5/2/2025 8:14,24.619,24.478,0.035
92,5/2/2025 8:14,24.62,24.48,0.036
93,5/2/2025 8:14,24.62,24.48,0.044
94,5/2/2025 8:14,24.62,24.48,0.049
95,5/2/2025 8:14,24.622,24.48,0.046
96,5/2/2025 8:14,24.622,24.48,0.041
97,5/2/2025 8:14,24.622,24.48,0.028
98,5/2/2025 8:14,24.622,24.48,0.009
99,5/2/2025 8:14,24.623,24.48,0.029
100,5/2/2025 8:14,24.623,24.48,0.013
101,5/2/2025 8:14,24.623,24.48,0.002
102,5/2/2025 8:14,24.623,24.48,0.012
103,5/2/2025 8:14,24.625,24.48,0.035
104,5/2/2025 8:14,24.625,24.48,0.034
105,5/2/2025 8:14,24.625,24.48,0.019
106,5/2/2025 8:14,24.625,24.48,0.022
107,5/2/2025 8:14,24.626,24.48,0.024
108,5/2/2025 8:14,24.626,24.48,0.025
109,5/2/2025 8:14,24.626,24.48,0.018
110,5/2/2025 8:14,24.626,24.48,0.002
111,5/2/2025 8:14,24.628,24.48,0.002
112,5/2/2025 8:14,24.628,24.48,0.002
113,5/2/2025 8:14,24.628,24.48,0.002
114,5/2/2025 8:14,24.628,24.48,0.002
115,5/2/2025 8:14,24.628,24.48,0.002
116,5/2/2025 8:14,24.629,24.48,0.002
117,5/2/2025 8:14,24.629,24.48,0.002
118,5/2/2025 8:14,24.629,24.48,0.002
119,5/2/2025 8:14,24.629,24.48,0.002
120,5/2/2025 8:14,24.629,24.48,0.002
121,5/2/2025 8:14,24.629,24.48,0.002
122,5/2/2025 8:14,24.629,24.48,0.002
123,5/2/2025 8:14,24.631,24.48,0.002
124,5/2/2025 8:14,24.631,24.48,0.002
125,5/2/2025 8:14,24.631,24.48,0.002
126,5/2/2025 8:14,24.631,24.478,0.002
127,5/2/2025 8:14,24.631,24.478,0.002
128,5/2/2025 8:14,24.631,24.478,0.002
129,5/2/2025 8:14,24.631,24.478,0.002
130,5/2/2025 8:14,24.631,24.478,0.002
131,5/2/2025 8:14,24.631,24.478,0.002
132,5/2/2025 8:14,24.632,24.478,0.002
133,5/2/2025 8:15,24.632,24.478,0.002
134,5/2/2025 8:15,24.632,24.478,0.002
135,5/2/2025 8:15,24.632,24.478,0.002
136,5/2/2025 8:15,24.632,24.478,0.002
137,5/2/2025 8:15,24.632,24.477,0.002
138,5/2/2025 8:15,24.632,24.477,0.002
139,5/2/2025 8:15,24.632,24.477,0.002
140,5/2/2025 8:15,24.632,24.477,0.002
141,5/2/2025 8:15,24.632,24.477,0.002
142,5/2/2025 8:15,24.632,24.477,0.002
143,5/2/2025 8:15,24.632,24.477,0.002
144,5/2/2025 8:15,24.632,24.477,0.002
145,5/2/2025 8:15,24.632,24.477,0.002
146,5/2/2025 8:15,24.632,24.477,0.002
147,5/2/2025 8:15,24.632,24.477,0.002
148,5/2/2025 8:15,24.632,24.477,0.002
149,5/2/2025 8:15,24.632,24.475,0.002
150,5/2/2025 8:15,24.632,24.475,0.002
151,5/2/2025 8:15,24.632,24.475,0.002
152,5/2/2025 8:15,24.632,24.475,0.002
153,5/2/2025 8:15,24.632,24.475,0.002
154,5/2/2025 8:15,24.632,24.475,0.002
155,5/2/2025 8:15,24.632,24.475,0.002
156,5/2/2025 8:15,24.632,24.475,0.002
157,5/2/2025 8:15,24.632,24.475,0.002
158,5/2/2025 8:15,24.632,24.474,0.002
159,5/2/2025 8:15,24.632,24.474,0.002
160,5/2/2025 8:15,24.632,24.474,0.002
161,5/2/2025 8:15,24.632,24.474,0.002
162,5/2/2025 8:15,24.632,24.474,0.002
163,5/2/2025 8:15,24.632,24.474,0.002
164,5/2/2025 8:15,24.632,24.474,0.002
165,5/2/2025 8:15,24.632,24.474,0.002
166,5/2/2025 8:15,24.632,24.474,0.002
167,5/2/2025 8:15,24.632,24.474,0.002
168,5/2/2025 8:15,24.632,24.474,0.002
169,5/2/2025 8:15,24.632,24.472,0.002
170,5/2/2025 8:15,24.632,24.472,0.002
171,5/2/2025 8:15,24.632,24.472,0.002
172,5/2/2025 8:15,24.632,24.472,0.002
173,5/2/2025 8:15,24.632,24.472,0.002
174,5/2/2025 8:15,24.632,24.472,0.002
175,5/2/2025 8:15,24.632,24.472,0.002
176,5/2/2025 8:15,24.631,24.472,0.002
177,5/2/2025 8:15,24.631,24.472,0.002
178,5/2/2025 8:15,24.631,24.472,0.002
179,5/2/2025 8:15,24.631,24.471,0.002
180,5/2/2025 8:15,24.631,24.471,0.002
181,5/2/2025 8:15,24.631,24.471,0.002
182,5/2/2025 8:15,24.631,24.471,0.002
183,5/2/2025 8:15,24.631,24.471,0.002
184,5/2/2025 8:15,24.631,24.471,0.002
185,5/2/2025 8:15,24.631,24.471,0.002
186,5/2/2025 8:15,24.631,24.471,0.002
187,5/2/2025 8:15,24.631,24.471,0.002
188,5/2/2025 8:15,24.631,24.471,0.002
189,5/2/2025 8:15,24.629,24.471,0.002
190,5/2/2025 8:15,24.629,24.469,0.002
191,5/2/2025 8:15,24.629,24.469,0.002
192,5/2/2025 8:15,24.629,24.469,0.002
193,5/2/2025 8:16,24.629,24.469,0.002
194,5/2/2025 8:16,24.629,24.469,0.002
195,5/2/2025 8:16,24.629,24.469,0.002
196,5/2/2025 8:16,24.629,24.469,0.002
197,5/2/2025 8:16,24.629,24.469,0.002
198,5/2/2025 8:16,24.629,24.469,0.002
199,5/2/2025 8:16,24.628,24.469,0.002
200,5/2/2025 8:16,24.628,24.469,0.002
201,5/2/2025 8:16,24.628,24.469,0.002
202,5/2/2025 8:16,24.628,24.468,0.002
203,5/2/2025 8:16,24.628,24.468,0.002
204,5/2/2025 8:16,24.628,24.468,0.002
205,5/2/2025 8:16,24.628,24.468,0.002
206,5/2/2025 8:16,24.628,24.468,0.002
207,5/2/2025 8:16,24.628,24.468,0.002
208,5/2/2025 8:16,24.628,24.468,0.002
209,5/2/2025 8:16,24.626,24.468,0.002
210,5/2/2025 8:16,24.626,24.466,0.002
211,5/2/2025 8:16,24.626,24.466,0.002
212,5/2/2025 8:16,24.626,24.466,0.002
213,5/2/2025 8:16,24.626,24.466,0.002
214,5/2/2025 8:16,24.626,24.466,0.002
215,5/2/2025 8:16,24.626,24.466,0.002
216,5/2/2025 8:16,24.626,24.466,0.002
217,5/2/2025 8:16,24.626,24.466,0.002
218,5/2/2025 8:16,24.626,24.466,0.002
219,5/2/2025 8:16,24.626,24.466,0.002
220,5/2/2025 8:16,24.625,24.466,0.002
221,5/2/2025 8:16,24.625,24.466,0.002
222,5/2/2025 8:16,24.625,24.466,0.002
223,5/2/2025 8:16,24.625,24.466,0.002
224,5/2/2025 8:16,24.625,24.466,0.002
225,5/2/2025 8:16,24.625,24.466,0.002
226,5/2/2025 8:16,24.625,24.465,0.002
227,5/2/2025 8:16,24.623,24.465,0.002
228,5/2/2025 8:16,24.623,24.465,0.002
229,5/2/2025 8:16,24.623,24.465,0.002
230,5/2/2025 8:16,24.623,24.465,0.002
231,5/2/2025 8:16,24.623,24.465,0.002
232,5/2/2025 8:16,24.623,24.465,0.002
233,5/2/2025 8:16,24.623,24.465,0.002
234,5/2/2025 8:16,24.623,24.465,0.002
235,5/2/2025 8:16,24.622,24.465,0.002
236,5/2/2025 8:16,24.622,24.465,0.002
237,5/2/2025 8:16,24.622,24.465,0.002
238,5/2/2025 8:16,24.622,24.463,0.002
239,5/2/2025 8:16,24.622,24.463,0.002
240,5/2/2025 8:16,24.622,24.463,0.002
241,5/2/2025 8:16,24.622,24.463,0.002
242,5/2/2025 8:16,24.62,24.463,0.002
243,5/2/2025 8:16,24.62,24.463,0.002
244,5/2/2025 8:16,24.62,24.463,0.002
245,5/2/2025 8:16,24.62,24.462,0.002
246,5/2/2025 8:16,24.62,24.462,0.002
247,5/2/2025 8:16,24.62,24.462,0.002
248,5/2/2025 8:16,24.62,24.462,0.002
249,5/2/2025 8:16,24.62,24.462,0.002
250,5/2/2025 8:16,24.619,24.462,0.002
251,5/2/2025 8:16,24.619,24.46,0.002
252,5/2/2025 8:16,24.619,24.46,0.002
253,5/2/2025 8:17,24.619,24.46,0.002
254,5/2/2025 8:17,24.619,24.46,0.002
255,5/2/2025 8:17,24.619,24.46,0.002
256,5/2/2025 8:17,24.617,24.46,0.002
257,5/2/2025 8:17,24.617,24.46,0.002
258,5/2/2025 8:17,24.617,24.46,0.002
259,5/2/2025 8:17,24.617,24.459,0.002
260,5/2/2025 8:17,24.617,24.459,0.002
261,5/2/2025 8:17,24.617,24.459,0.002
262,5/2/2025 8:17,24.616,24.459,0.002
263,5/2/2025 8:17,24.616,24.459,0.002
264,5/2/2025 8:17,24.616,24.459,0.002
265,5/2/2025 8:17,24.616,24.459,0.002
266,5/2/2025 8:17,24.616,24.459,0.002
267,5/2/2025 8:17,24.616,24.459,0.002
268,5/2/2025 8:17,24.614,24.459,0.002
269,5/2/2025 8:17,24.614,24.457,0.002
270,5/2/2025 8:17,24.614,24.457,0.002
271,5/2/2025 8:17,24.614,24.457,0.002
272,5/2/2025 8:17,24.614,24.456,0.002
273,5/2/2025 8:17,24.614,24.456,0.002
274,5/2/2025 8:17,24.613,24.456,0.002
275,5/2/2025 8:17,24.613,24.456,0.002
276,5/2/2025 8:17,24.613,24.454,0.002
277,5/2/2025 8:17,24.613,24.454,0.002
278,5/2/2025 8:17,24.613,24.454,0.002
279,5/2/2025 8:17,24.613,24.454,0.002
280,5/2/2025 8:17,24.611,24.454,0.002
281,5/2/2025 8:17,24.611,24.454,0.002
282,5/2/2025 8:17,24.611,24.454,0.002
283,5/2/2025 8:17,24.611,24.454,0.002
284,5/2/2025 8:17,24.611,24.454,0.002
285,5/2/2025 8:17,24.611,24.454,0.002
286,5/2/2025 8:17,24.609,24.454,0.002
287,5/2/2025 8:17,24.609,24.454,0.002
288,5/2/2025 8:17,24.609,24.454,0.002
289,5/2/2025 8:17,24.609,24.454,0.002
290,5/2/2025 8:17,24.609,24.454,0.002
291,5/2/2025 8:17,24.609,24.454,0.002
292,5/2/2025 8:17,24.608,24.454,0.002
293,5/2/2025 8:17,24.608,24.454,0.002
294,5/2/2025 8:17,24.608,24.454,0.002
295,5/2/2025 8:17,24.608,24.454,0.002
296,5/2/2025 8:17,24.608,24.454,0.002
297,5/2/2025 8:17,24.608,24.452,0.002
298,5/2/2025 8:17,24.608,24.452,0.002
299,5/2/2025 8:17,24.606,24.452,0.002
300,5/2/2025 8:17,24.606,24.452,0.002
301,5/2/2025 8:17,24.606,24.452,0.002
302,5/2/2025 8:17,24.606,24.452,0.004
303,5/2/2025 8:17,24.606,24.452,0.018
304,5/2/2025 8:17,24.606,24.452,0.005
305,5/2/2025 8:17,24.605,24.452,0.002
306,5/2/2025 8:17,24.605,24.452,0.002
307,5/2/2025 8:17,24.605,24.452,0.002
308,5/2/2025 8:17,24.605,24.451,0.002
309,5/2/2025 8:17,24.605,24.451,0.002
310,5/2/2025 8:17,24.603,24.451,0.002
311,5/2/2025 8:17,24.603,24.451,0.002
312,5/2/2025 8:17,24.603,24.451,0.002
313,5/2/2025 8:18,24.603,24.451,0.002
314,5/2/2025 8:18,24.603,24.451,0.002
315,5/2/2025 8:18,24.602,24.451,0.002
316,5/2/2025 8:18,24.602,24.451,0.002
317,5/2/2025 8:18,24.602,24.451,0.002
318,5/2/2025 8:18,24.602,24.451,0.002
319,5/2/2025 8:18,24.602,24.451,0.002
320,5/2/2025 8:18,24.6,24.451,0.002
321,5/2/2025 8:18,24.6,24.451,0.002
322,5/2/2025 8:18,24.6,24.449,0.002
323,5/2/2025 8:18,24.6,24.449,0.002
324,5/2/2025 8:18,24.6,24.449,0.002
325,5/2/2025 8:18,24.6,24.449,0.002
326,5/2/2025 8:18,24.599,24.449,0.002
327,5/2/2025 8:18,24.599,24.449,0.002
328,5/2/2025 8:18,24.599,24.449,0.002
329,5/2/2025 8:18,24.599,24.449,0.002
330,5/2/2025 8:18,24.599,24.449,0.002
331,5/2/2025 8:18,24.597,24.449,0.002
332,5/2/2025 8:18,24.597,24.449,0.002
333,5/2/2025 8:18,24.597,24.449,0.002
334,5/2/2025 8:18,24.597,24.448,0.002
335,5/2/2025 8:18,24.597,24.448,0.002
336,5/2/2025 8:18,24.596,24.448,0.002
337,5/2/2025 8:18,24.596,24.448,0.002
338,5/2/2025 8:18,24.596,24.448,0.002
339,5/2/2025 8:18,24.596,24.448,0.002
340,5/2/2025 8:18,24.596,24.448,0.002
341,5/2/2025 8:18,24.594,24.448,0.002
342,5/2/2025 8:18,24.594,24.448,0.002
343,5/2/2025 8:18,24.594,24.446,0.002
344,5/2/2025 8:18,24.594,24.446,0.002
345,5/2/2025 8:18,24.594,24.446,0.002
346,5/2/2025 8:18,24.593,24.446,0.002
347,5/2/2025 8:18,24.593,24.446,0.002
348,5/2/2025 8:18,24.593,24.446,0.002
349,5/2/2025 8:18,24.593,24.446,0.002
350,5/2/2025 8:18,24.593,24.446,0.002
351,5/2/2025 8:18,24.591,24.445,0.002
352,5/2/2025 8:18,24.591,24.445,0.002
353,5/2/2025 8:18,24.591,24.445,0.002
354,5/2/2025 8:18,24.591,24.445,0.002
355,5/2/2025 8:18,24.59,24.445,0.002
356,5/2/2025 8:18,24.59,24.445,0.002
357,5/2/2025 8:18,24.59,24.443,0.002
358,5/2/2025 8:18,24.59,24.443,0.002
359,5/2/2025 8:18,24.59,24.443,0.002
360,5/2/2025 8:18,24.588,24.443,0.002
361,5/2/2025 8:18,24.588,24.443,0.002
362,5/2/2025 8:18,24.588,24.443,0.002
363,5/2/2025 8:18,24.588,24.443,0.002
364,5/2/2025 8:18,24.588,24.443,0.002
365,5/2/2025 8:18,24.587,24.443,0.002
366,5/2/2025 8:18,24.587,24.443,0.002
367,5/2/2025 8:18,24.587,24.443,0.002
368,5/2/2025 8:18,24.587,24.443,0.002
369,5/2/2025 8:18,24.587,24.443,0.002
370,5/2/2025 8:18,24.587,24.442,0.002
371,5/2/2025 8:18,24.585,24.442,0.002
372,5/2/2025 8:18,24.585,24.442,0.002
373,5/2/2025 8:19,24.585,24.442,0.002
374,5/2/2025 8:19,24.585,24.442,0.002
375,5/2/2025 8:19,24.584,24.442,0.002
376,5/2/2025 8:19,24.584,24.442,0.002
377,5/2/2025 8:19,24.584,24.442,0.002
378,5/2/2025 8:19,24.584,24.442,0.002
379,5/2/2025 8:19,24.584,24.442,0.002
380,5/2/2025 8:19,24.582,24.442,0.002
381,5/2/2025 8:19,24.582,24.442,0.002
382,5/2/2025 8:19,24.582,24.44,0.002
383,5/2/2025 8:19,24.582,24.44,0.002
384,5/2/2025 8:19,24.582,24.44,0.002
385,5/2/2025 8:19,24.581,24.44,0.002
386,5/2/2025 8:19,24.581,24.44,0.002
387,5/2/2025 8:19,24.581,24.44,0.002
388,5/2/2025 8:19,24.581,24.44,0.002
389,5/2/2025 8:19,24.579,24.44,0.002
390,5/2/2025 8:19,24.579,24.44,0.002
391,5/2/2025 8:19,24.579,24.44,0.002
392,5/2/2025 8:19,24.579,24.44,0.002
393,5/2/2025 8:19,24.579,24.44,0.002
394,5/2/2025 8:19,24.578,24.439,0.002
395,5/2/2025 8:19,24.578,24.439,0.002
396,5/2/2025 8:19,24.578,24.439,0.002
397,5/2/2025 8:19,24.578,24.439,0.002
398,5/2/2025 8:19,24.578,24.439,0.002
399,5/2/2025 8:19,24.576,24.439,0.002
400,5/2/2025 8:19,24.576,24.439,0.002
401,5/2/2025 8:19,24.576,24.439,0.002
402,5/2/2025 8:19,24.576,24.439,0.002
403,5/2/2025 8:19,24.576,24.439,0.002
404,5/2/2025 8:19,24.576,24.439,0.002
405,5/2/2025 8:19,24.575,24.439,0.002
406,5/2/2025 8:19,24.575,24.439,0.002
407,5/2/2025 8:19,24.575,24.437,0.002
408,5/2/2025 8:19,24.575,24.437,0.002
409,5/2/2025 8:19,24.575,24.437,0.002
410,5/2/2025 8:19,24.573,24.437,0.002
411,5/2/2025 8:19,24.573,24.437,0.002
412,5/2/2025 8:19,24.573,24.437,0.002
413,5/2/2025 8:19,24.573,24.437,0.002
414,5/2/2025 8:19,24.573,24.437,0.002
415,5/2/2025 8:19,24.572,24.437,0.002
416,5/2/2025 8:19,24.572,24.437,0.002
417,5/2/2025 8:19,24.572,24.437,0.002
418,5/2/2025 8:19,24.572,24.436,0.002
419,5/2/2025 8:19,24.572,24.436,0.002
420,5/2/2025 8:19,24.572,24.436,0.002
421,5/2/2025 8:19,24.57,24.436,0.002
422,5/2/2025 8:19,24.57,24.436,0.002
423,5/2/2025 8:19,24.57,24.436,0.002
424,5/2/2025 8:19,24.57,24.436,0.002
425,5/2/2025 8:19,24.57,24.436,0.002
426,5/2/2025 8:19,24.569,24.436,0.002
427,5/2/2025 8:19,24.569,24.434,0.035
428,5/2/2025 8:19,24.569,24.434,0.059
429,5/2/2025 8:19,24.569,24.434,0.055
430,5/2/2025 8:19,24.569,24.434,0.115
431,5/2/2025 8:19,24.567,24.434,0.203
432,5/2/2025 8:19,24.567,24.433,0.168
433,5/2/2025 8:20,24.567,24.433,0.119
434,5/2/2025 8:20,24.567,24.433,0.088
435,5/2/2025 8:20,24.567,24.433,0.089
436,5/2/2025 8:20,24.566,24.431,0.052
437,5/2/2025 8:20,24.566,24.431,0.082
438,5/2/2025 8:20,24.566,24.431,0.075
439,5/2/2025 8:20,24.566,24.431,0.028
440,5/2/2025 8:20,24.566,24.431,0.003
441,5/2/2025 8:20,24.566,24.43,0.054
442,5/2/2025 8:20,24.564,24.43,0.036
443,5/2/2025 8:20,24.564,24.43,0.054
444,5/2/2025 8:20,24.564,24.428,0.054
445,5/2/2025 8:20,24.564,24.428,0.068
446,5/2/2025 8:20,24.564,24.428,0.041
447,5/2/2025 8:20,24.563,24.427,0.013
448,5/2/2025 8:20,24.563,24.427,0.003
449,5/2/2025 8:20,24.563,24.427,0.005
450,5/2/2025 8:20,24.563,24.427,0.041
451,5/2/2025 8:20,24.563,24.425,0.051
452,5/2/2025 8:20,24.563,24.425,0.064
453,5/2/2025 8:20,24.561,24.425,0.06
454,5/2/2025 8:20,24.561,24.425,0.005
455,5/2/2025 8:20,24.561,24.425,0.002
456,5/2/2025 8:20,24.561,24.425,0.003
457,5/2/2025 8:20,24.561,24.425,0.028
458,5/2/2025 8:20,24.56,24.425,0.062
459,5/2/2025 8:20,24.56,24.425,0.05
460,5/2/2025 8:20,24.56,24.425,0.044
461,5/2/2025 8:20,24.56,24.425,0.007
462,5/2/2025 8:20,24.56,24.425,0.002
463,5/2/2025 8:20,24.558,24.425,0.002
464,5/2/2025 8:20,24.558,24.425,0.002
465,5/2/2025 8:20,24.558,24.425,0.002
466,5/2/2025 8:20,24.558,24.425,0.002
467,5/2/2025 8:20,24.558,24.425,0.002
468,5/2/2025 8:20,24.558,24.425,0.002
469,5/2/2025 8:20,24.557,24.425,0.002
470,5/2/2025 8:20,24.557,24.425,0.002
471,5/2/2025 8:20,24.557,24.425,0.002
472,5/2/2025 8:20,24.557,24.425,0.002
473,5/2/2025 8:20,24.557,24.425,0.002
474,5/2/2025 8:20,24.555,24.425,0.002
475,5/2/2025 8:20,24.555,24.425,0.002
476,5/2/2025 8:20,24.555,24.425,0.002
477,5/2/2025 8:20,24.555,24.425,0.002
478,5/2/2025 8:20,24.555,24.424,0.002
479,5/2/2025 8:20,24.555,24.424,0.002
480,5/2/2025 8:20,24.554,24.424,0.002
481,5/2/2025 8:20,24.554,24.424,0.002
482,5/2/2025 8:20,24.554,24.424,0.002
483,5/2/2025 8:20,24.554,24.424,0.002
484,5/2/2025 8:20,24.554,24.424,0.002
485,5/2/2025 8:20,24.554,24.424,0.002
486,5/2/2025 8:20,24.552,24.424,0.002
487,5/2/2025 8:20,24.552,24.424,0.002
488,5/2/2025 8:20,24.552,24.424,0.002
489,5/2/2025 8:20,24.552,24.424,0.002
490,5/2/2025 8:20,24.552,24.424,0.002
491,5/2/2025 8:20,24.552,24.424,0.002
492,5/2/2025 8:20,24.551,24.424,0.002
493,5/2/2025 8:21,24.551,24.424,0.002
494,5/2/2025 8:21,24.551,24.424,0.002
495,5/2/2025 8:21,24.551,24.424,0.002
496,5/2/2025 8:21,24.551,24.424,0.002
497,5/2/2025 8:21,24.549,24.424,0.002
498,5/2/2025 8:21,24.549,24.424,0.002
499,5/2/2025 8:21,24.549,24.424,0.002
500,5/2/2025 8:21,24.549,24.424,0.002
501,5/2/2025 8:21,24.549,24.424,0.002
502,5/2/2025 8:21,24.549,24.424,0.002
503,5/2/2025 8:21,24.548,24.424,0.002
504,5/2/2025 8:21,24.548,24.424,0.002
505,5/2/2025 8:21,24.548,24.422,0.002
506,5/2/2025 8:21,24.548,24.422,0.002
507,5/2/2025 8:21,24.548,24.422,0.002
508,5/2/2025 8:21,24.548,24.422,0.002
509,5/2/2025 8:21,24.546,24.422,0.002
510,5/2/2025 8:21,24.546,24.422,0.002
511,5/2/2025 8:21,24.546,24.422,0.002
512,5/2/2025 8:21,24.546,24.422,0.002
513,5/2/2025 8:21,24.546,24.422,0.002
514,5/2/2025 8:21,24.546,24.422,0.002
515,5/2/2025 8:21,24.545,24.422,0.002
516,5/2/2025 8:21,24.545,24.422,0.002
517,5/2/2025 8:21,24.545,24.422,0.002
518,5/2/2025 8:21,24.545,24.422,0.002
519,5/2/2025 8:21,24.545,24.422,0.002
520,5/2/2025 8:21,24.543,24.422,0.002
521,5/2/2025 8:21,24.543,24.422,0.002
522,5/2/2025 8:21,24.543,24.421,0.002
523,5/2/2025 8:21,24.543,24.421,0.002
524,5/2/2025 8:21,24.543,24.421,0.002
525,5/2/2025 8:21,24.543,24.421,0.002
526,5/2/2025 8:21,24.542,24.421,0.002
527,5/2/2025 8:21,24.542,24.421,0.002
528,5/2/2025 8:21,24.542,24.421,0.002
529,5/2/2025 8:21,24.542,24.421,0.002
530,5/2/2025 8:21,24.542,24.421,0.002
531,5/2/2025 8:21,24.542,24.421,0.002
532,5/2/2025 8:21,24.54,24.421,0.002
533,5/2/2025 8:21,24.54,24.421,0.002
534,5/2/2025 8:21,24.54,24.421,0.002
535,5/2/2025 8:21,24.54,24.421,0.002
536,5/2/2025 8:21,24.54,24.421,0.002
537,5/2/2025 8:21,24.539,24.421,0.002
538,5/2/2025 8:21,24.539,24.421,0.002
539,5/2/2025 8:21,24.539,24.419,0.002
540,5/2/2025 8:21,24.539,24.419,0.002
541,5/2/2025 8:21,24.539,24.419,0.002
542,5/2/2025 8:21,24.539,24.419,0.002
543,5/2/2025 8:21,24.539,24.419,0.002
544,5/2/2025 8:21,24.537,24.419,0.002
545,5/2/2025 8:21,24.537,24.419,0.002
546,5/2/2025 8:21,24.537,24.419,0.002
547,5/2/2025 8:21,24.537,24.419,0.002
548,5/2/2025 8:21,24.537,24.419,0.002
549,5/2/2025 8:21,24.535,24.419,0.002
550,5/2/2025 8:21,24.535,24.419,0.002
551,5/2/2025 8:21,24.535,24.419,0.002
552,5/2/2025 8:21,24.535,24.419,0.002
553,5/2/2025 8:22,24.535,24.419,0.002
554,5/2/2025 8:22,24.535,24.418,0.002
555,5/2/2025 8:22,24.534,24.418,0.002
556,5/2/2025 8:22,24.534,24.418,0.002
557,5/2/2025 8:22,24.534,24.418,0.002
558,5/2/2025 8:22,24.534,24.418,0.002
