timestamp,CELLS/Outside/SPN1/Global,timestamp,CELLS/Outside/SPN1/Diffuse,timestamp,CELLS/Outside/SPN1/Sunshine
18:38:00,221.0616667,18:38:00,175.9683333,,
18:40:00,199.8383333,18:40:00,169.995,,
18:42:00,197,18:42:00,164.4916667,,
18:44:00,200.76,18:44:00,164.875,,
18:46:00,194.205,18:46:00,161.1183333,,
18:48:00,183.4016667,18:48:00,154.675,,
18:50:00,179.9233333,18:50:00,146.0716667,,
18:52:00,181.6783333,18:52:00,139.755,,
18:54:00,173.6783333,18:54:00,138.8133333,,
18:56:00,171.27,18:56:00,137.2933333,,
18:58:00,164.5416667,18:58:00,133.98,,
19:00:00,163.9083333,19:00:00,129.47,,
19:02:00,164.0033333,19:02:00,124.5283333,,
19:04:00,155.085,19:04:00,119.5833333,,
19:06:00,153.7266667,19:06:00,116.4766667,,
19:08:00,172.5533333,19:08:00,117.5733333,,
19:10:00,184.7116667,19:10:00,119.5533333,,
19:12:00,186.395,19:12:00,122.8633333,,
19:14:00,177.1033333,19:14:00,124.4733333,,
19:16:00,170.1666667,19:16:00,123.4766667,,
19:18:00,161.4966667,19:18:00,123.37,,
19:20:00,147.65,19:20:00,122.1033333,,
19:22:00,138.1983333,19:22:00,117.755,,
19:24:00,134.4666667,19:24:00,111.575,,
19:26:00,126.1683333,19:26:00,106.4716667,,
19:28:00,116.425,19:28:00,104.515,,
19:30:00,112.7783333,19:30:00,98.59166667,,
19:32:00,108.2316667,19:32:00,91.30166667,,
19:34:00,93.97666667,19:34:00,84.91833333,,
19:36:00,86.80833333,19:36:00,79.41833333,,
19:38:00,81.43333333,19:38:00,74.875,,
19:40:00,77.305,19:40:00,71.14833333,,
19:42:00,74.83666667,19:42:00,69.40666667,,
19:44:00,72.615,19:44:00,67.76833333,,
19:46:00,69.99,19:46:00,65.32833333,,
19:48:00,67.36,19:48:00,62.91333333,,
19:50:00,64.595,19:50:00,60.95,,
19:52:00,60.885,19:52:00,58.26833333,,
19:54:00,57.485,19:54:00,54.885,,
19:56:00,53.86333333,19:56:00,49.47,,
19:58:00,48.63,19:58:00,43.61,,
20:00:00,45.35166667,20:00:00,41.13333333,,
20:02:00,41.14166667,20:02:00,38.10666667,,
20:04:00,35.815,20:04:00,32.99666667,,
20:06:00,32.07666667,20:06:00,29.73833333,,
20:08:00,29.56333333,20:08:00,27.47,,
20:10:00,27.53833333,20:10:00,25.65666667,,
20:12:00,25.7,20:12:00,23.68833333,,
20:14:00,24.15333333,20:14:00,21.96333333,,
20:16:00,22.01833333,20:16:00,19.81333333,,
20:18:00,20.19666667,20:18:00,18.35666667,,
20:20:00,18.68833333,20:20:00,17.29333333,,
20:22:00,16.67,20:22:00,15.34,,
20:24:00,14.77833333,20:24:00,13.58333333,,
20:26:00,13.55166667,20:26:00,12.345,,
20:28:00,11.56333333,20:28:00,10.44833333,,
20:30:00,9.756666667,20:30:00,8.413333333,,
20:32:00,8.05,20:32:00,6.786666667,,
20:34:00,6.78,20:34:00,5.566666667,,
20:36:00,5.76,20:36:00,4.51,,
20:38:00,4.918333333,20:38:00,3.693333333,,
20:40:00,4.07,20:40:00,2.703333333,,
20:42:00,3.893333333,20:42:00,2.55,,
20:44:00,3.56,20:44:00,2.333333333,,
20:46:00,3.363333333,20:46:00,2.133333333,,
20:48:00,3.046666667,20:48:00,1.885,,
20:50:00,2.553333333,20:50:00,1.356666667,,
20:52:00,2.27,20:52:00,0.988333333,,
20:54:00,2.198333333,20:54:00,1.045,,
20:56:00,2.011666667,20:56:00,0.871666667,,
20:58:00,1.751666667,20:58:00,0.565,,
21:00:00,1.541666667,21:00:00,0.456666667,,
21:02:00,1.433333333,21:02:00,0.375,,
21:04:00,1.763333333,21:04:00,0.645,,
21:06:00,1.723333333,21:06:00,0.538333333,,
21:08:00,1.466666667,21:08:00,0.455,,
21:10:00,1.555,21:10:00,0.431666667,,
21:12:00,1.496666667,21:12:00,0.346666667,,
21:14:00,1.74,21:14:00,0.696666667,,
21:16:00,1.771666667,21:16:00,0.646666667,,
21:18:00,1.465,21:18:00,0.481666667,,
21:20:00,1.788333333,21:20:00,0.7,,
21:22:00,1.891666667,21:22:00,0.78,,
21:24:00,1.796666667,21:24:00,0.64,,
21:26:00,1.586666667,21:26:00,0.565,,
21:28:00,1.488333333,21:28:00,0.346666667,,
21:30:00,1.633333333,21:30:00,0.481666667,,
21:32:00,1.761666667,21:32:00,0.623333333,,
21:34:00,1.673333333,21:34:00,0.586666667,,
21:36:00,1.701666667,21:36:00,0.535,,
21:38:00,1.785,21:38:00,0.666666667,,
21:40:00,1.936666667,21:40:00,0.858333333,,
21:42:00,1.945,21:42:00,0.753333333,,
21:44:00,1.535,21:44:00,0.271666667,,
21:46:00,1.803333333,21:46:00,0.625,,
21:48:00,2.013333333,21:48:00,0.891666667,,
21:50:00,2.103333333,21:50:00,0.901666667,,
21:52:00,2.005,21:52:00,0.895,,
21:54:00,1.816666667,21:54:00,0.54,,
21:56:00,1.821666667,21:56:00,0.6,,
21:58:00,1.65,21:58:00,0.506666667,,
22:00:00,1.396666667,22:00:00,0.346666667,,
22:02:00,0.951666667,22:02:00,0.053333333,,
22:04:00,1.011666667,22:04:00,0.08,,
22:06:00,1.066666667,22:06:00,0.133333333,,
22:08:00,1.04,22:08:00,,,
22:10:00,1.001666667,22:10:00,0.08,,
22:12:00,1.055,22:12:00,0.053333333,,
22:14:00,0.95,22:14:00,0.08,,
22:16:00,0.98,22:16:00,,,
22:18:00,0.926666667,22:18:00,0.026666667,,
22:20:00,0.82,22:20:00,0.08,,
22:22:00,0.963333333,22:22:00,0.026666667,,
22:24:00,1.158333333,22:24:00,0.106666667,,
22:26:00,1.045,22:26:00,0.053333333,,
22:28:00,1,22:28:00,0.133333333,,
22:30:00,0.933333333,22:30:00,0.053333333,,
22:32:00,1.056666667,22:32:00,0.08,,
22:34:00,1.186666667,22:34:00,0.106666667,,
22:36:00,1.168333333,22:36:00,0.16,,
22:38:00,1.08,22:38:00,0.133333333,,
22:40:00,0.943333333,22:40:00,0.026666667,,
22:42:00,0.945,22:42:00,0.026666667,,
22:44:00,0.883333333,22:44:00,0.026666667,,
22:46:00,0.863333333,22:46:00,0.053333333,,
22:48:00,0.846666667,22:48:00,0.026666667,,
22:50:00,0.983333333,22:50:00,0.08,,
22:52:00,0.968333333,22:52:00,0.08,,
22:54:00,0.943333333,22:54:00,0.108333333,,
22:56:00,1.305,22:56:00,0.16,,
22:58:00,1.386666667,22:58:00,0.293333333,,
23:00:00,1.358333333,23:00:00,0.405,,
23:02:00,1.396666667,23:02:00,0.32,,
23:04:00,1.738333333,23:04:00,0.613333333,,
23:06:00,1.611666667,23:06:00,0.533333333,,
23:08:00,1.423333333,23:08:00,0.24,,
23:10:00,1.261666667,23:10:00,0.266666667,,
23:12:00,1.333333333,23:12:00,0.266666667,,
23:14:00,1.108333333,23:14:00,0.133333333,,
23:16:00,1.305,23:16:00,0.295,,
23:18:00,1.468333333,23:18:00,0.483333333,,
23:20:00,1.306666667,23:20:00,0.293333333,,
23:22:00,1.186666667,23:22:00,0.186666667,,
23:24:00,1.196666667,23:24:00,0.108333333,,
23:26:00,1.248333333,23:26:00,0.188333333,,
23:28:00,1.131666667,23:28:00,0.16,,
23:30:00,1.145,23:30:00,0.16,,
23:32:00,1.248333333,23:32:00,0.133333333,,
23:34:00,1.031666667,23:34:00,0.106666667,,
23:36:00,1.066666667,23:36:00,0.08,,
23:38:00,1.343333333,23:38:00,0.213333333,,
23:40:00,1.228333333,23:40:00,0.133333333,,
23:42:00,1.3,23:42:00,0.213333333,,
23:44:00,1.216666667,23:44:00,0.133333333,,
23:46:00,1.071666667,23:46:00,0.108333333,,
23:48:00,1.165,23:48:00,0.16,,
23:50:00,0.983333333,23:50:00,0.053333333,,
23:52:00,1.153333333,23:52:00,0.161666667,,
23:54:00,1.011666667,23:54:00,0.053333333,,
23:56:00,0.753333333,23:56:00,0.053333333,,
