Date & Time,T_air,T_globe,Air_speed,T_MRT,T_cl,T_OP,T_MOP
2025-03-14 09:15:00,28.608,28.88,0.113167703,29.1602075583325,31.186713929794173,28.884103779166253,24.896093313727597
2025-03-14 09:15:00,28.608,28.881,0.076981572,29.104249623095996,31.177904504548238,28.856124811548,24.896093313727597
2025-03-14 09:15:00,28.61,28.881,0.081649661,29.110574843426434,31.180048933571538,28.860287421713217,24.896093313727597
2025-03-14 09:15:00,28.61,28.881,0.105056368,29.148008032784844,31.18751303105791,28.87900401639242,24.896093313727597
2025-03-14 09:15:00,28.611,28.881,0.098819523,29.137444751196824,31.186810786521313,28.874222375598414,24.896093313727597
2025-03-14 09:15:00,28.611,28.883,0.111697658,29.161012664199006,31.192810650771168,28.886006332099505,24.896093313727597
2025-03-14 09:15:00,28.613,28.883,0.119731498,29.17069820460108,31.19576373847655,28.89184910230054,24.896093313727597
2025-03-14 09:15:00,28.613,28.883,0.116132959,29.165485814068916,31.195610245575644,28.889242907034458,24.896093313727597
2025-03-14 09:15:00,28.614,28.885,0.12183471,29.17678489391494,31.198736503749654,28.895392446957473,24.896093313727597
2025-03-14 09:15:00,28.614,28.885,0.079239591,29.110480286567565,31.187451798131768,28.862240143283785,24.896093313727597
2025-03-14 09:15:00,28.614,28.885,0.078935148,29.109960682346582,31.18802444300364,28.861980341173293,24.896093313727597
2025-03-14 09:15:00,28.616,28.885,0.074089045,29.099981595983422,31.187904259994387,28.85799079799171,24.896093313727597
2025-03-14 09:15:00,28.616,28.886,0.092201159,29.13199765176097,31.19450378839591,28.873998825880484,24.896093313727597
2025-03-14 09:15:00,28.616,28.886,0.063150861,29.082075987999133,31.186342687255912,28.849037993999566,24.896093313727597
2025-03-14 09:15:00,28.617,28.886,0.082283861,29.11493029670413,31.193738712873955,28.865965148352068,24.896093313727597
2025-03-14 09:15:00,28.617,28.886,0.074165168,29.10111182272533,31.192451026459533,28.859055911362667,24.896093313727597
2025-03-14 09:15:00,28.617,28.888,0.050507421,29.06013077580394,31.184818859789864,28.838565387901973,24.896093313727597
2025-03-14 09:15:00,28.619,28.888,0.071754534,29.09888922005956,31.19397541936454,28.85894461002978,24.896093313727597
2025-03-14 09:15:00,28.619,28.888,0.06441999,29.085690428087617,31.19263821407204,28.852345214043808,24.896093313727597
2025-03-14 09:15:00,28.62,28.889,0.090704875,29.131689073147925,31.202369366363012,28.875844536573965,24.896093313727597
2025-03-14 09:15:00,28.62,28.889,0.096106402,29.140249246148187,31.20483895703896,28.880124623074096,24.896093313727597
2025-03-14 09:15:00,28.622,28.889,0.085885882,29.12213340793494,31.20249727843188,28.87206670396747,24.896093313727597
2025-03-14 09:15:00,28.622,28.891,0.110202207,29.16371724759921,31.211759861738415,28.892858623799604,24.896093313727597
2025-03-14 09:15:00,28.622,28.891,0.090958487,29.1340906683493,31.207124596518057,28.87804533417465,24.896093313727597
2025-03-14 09:15:00,28.624,28.891,0.082131654,29.11796686675177,31.205162416448296,28.870983433375883,24.896093313727597
2025-03-14 09:15:00,28.624,28.891,0.064090021,29.086613137398274,31.200033042468675,28.855306568699135,24.896093313727597
2025-03-14 09:15:00,28.625,28.892,0.079467921,29.114523818587656,31.206320043097417,28.86976190929383,24.896093313727597
2025-03-14 09:15:00,28.625,28.892,0.066044398,29.091165166464123,31.20304845667563,28.85808258323206,24.896093313727597
2025-03-14 09:15:00,28.625,28.892,0.081903343,29.118586277747454,31.20927604907712,28.871793138873727,24.896093313727597
2025-03-14 09:15:00,28.627,28.894,0.080812499,29.11876829146746,31.21092237675319,28.872884145733728,24.896093313727597
2025-03-14 09:15:00,28.627,28.894,0.071830662,29.10344351037469,31.20901209036742,28.865221755187342,24.896093313727597
2025-03-14 09:15:00,28.628,28.894,0.063937727,29.088597702878303,31.20816713938191,28.85829885143915,24.896093313727597
2025-03-14 09:15:00,28.628,28.894,0.069394471,29.098388845140846,31.210702441894405,28.863194422570423,24.896093313727597
2025-03-14 09:15:00,28.63,28.895,0.054874837,29.07189089003134,31.2071027245962,28.850945445015668,24.896093313727597
2025-03-14 09:15:00,28.63,28.895,0.054417812,29.071006244139426,31.207941687998705,28.85050312206971,24.896093313727597
2025-03-14 09:15:00,28.631,28.895,0.048856774,30.019882102822862,31.39083000022125,29.32544105141143,24.896093313727597
2025-03-14 09:15:00,28.631,28.897,0.071678405,29.105388474571782,31.216802813796352,28.86819423728589,24.896093313727597
2025-03-14 09:15:00,28.633,28.897,0.073632307,29.107184243664108,31.2185884434555,28.87009212183205,24.896093313727597
2025-03-14 09:15:00,28.634,28.897,0.074571151,29.107985064671652,31.219882487892825,28.870992532335826,24.896093313727597
2025-03-14 09:15:00,28.636,28.897,0.092201159,29.134781453606934,31.22642827308005,28.885390726803465,24.896093313727597
2025-03-14 09:15:00,28.636,28.899,0.0891578,29.133825224947145,31.226749828565048,28.88491261247357,24.896093313727597
2025-03-14 09:15:00,28.638,28.899,0.081827239,29.1203612952109,31.225797782604804,28.879180647605452,24.896093313727597
2025-03-14 09:15:00,28.638,28.899,0.114663032,29.16996299561407,31.23709075081791,28.903981497807038,24.896093313727597
2025-03-14 09:15:00,28.638,28.9,0.136477996,29.20191396993596,31.244017364202723,28.919956984967982,24.896093313727597
2025-03-14 09:15:00,28.639,28.9,0.111140039,29.16594068365606,31.238641261361714,28.902470341828028,24.896093313727597
